t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
10065.172,-43199,0,61300000,349778,ptp4l[10065.172]: master offset     -43199 s0 freq +61300000 path delay    349778,0.0,0,0,medium,run02,boundary
10066.173,429873,0,61300000,349778,ptp4l[10066.173]: master offset     429873 s0 freq +61300000 path delay    349778,1.0010000000002037,1,1,medium,run02,boundary
10067.174,627059,0,61300000,501128,ptp4l[10067.174]: master offset     627059 s0 freq +61300000 path delay    501128,2.0020000000004075,2,2,medium,run02,boundary
10068.173,-297149,0,61300000,501128,ptp4l[10068.173]: master offset    -297149 s0 freq +61300000 path delay    501128,3.0010000000002037,3,3,medium,run02,boundary
10069.173,-335640,0,61300000,460327,ptp4l[10069.173]: master offset    -335640 s0 freq +61300000 path delay    460327,4.001000000000204,4,4,medium,run02,boundary
10070.174,45970,0,61300000,405052,ptp4l[10070.174]: master offset      45970 s0 freq +61300000 path delay    405052,5.0020000000004075,5,5,medium,run02,boundary
10071.174,311165,0,61300000,350523,ptp4l[10071.174]: master offset     311165 s0 freq +61300000 path delay    350523,6.0020000000004075,6,6,medium,run02,boundary
10072.174,-129692,0,61300000,350523,ptp4l[10072.174]: master offset    -129692 s0 freq +61300000 path delay    350523,7.0020000000004075,7,7,medium,run02,boundary
10073.173,-241235,0,61300000,350523,ptp4l[10073.173]: master offset    -241235 s0 freq +61300000 path delay    350523,8.001000000000204,8,8,medium,run02,boundary
10074.174,-193622,0,61300000,358089,ptp4l[10074.174]: master offset    -193622 s0 freq +61300000 path delay    358089,9.002000000000407,9,9,medium,run02,boundary
10075.173,-249489,0,61300000,358089,ptp4l[10075.173]: master offset    -249489 s0 freq +61300000 path delay    358089,10.001000000000204,10,10,medium,run02,boundary
10076.174,-206972,0,61300000,335811,ptp4l[10076.174]: master offset    -206972 s0 freq +61300000 path delay    335811,11.002000000000407,11,11,medium,run02,boundary
10077.174,116969,0,61300000,274280,ptp4l[10077.174]: master offset     116969 s0 freq +61300000 path delay    274280,12.002000000000407,12,12,medium,run02,boundary
10078.174,-146820,0,61300000,293338,ptp4l[10078.174]: master offset    -146820 s0 freq +61300000 path delay    293338,13.002000000000407,13,13,medium,run02,boundary
10079.174,-148462,0,61300000,251213,ptp4l[10079.174]: master offset    -148462 s0 freq +61300000 path delay    251213,14.002000000000407,14,14,medium,run02,boundary
10080.174,-84708,0,61300000,251213,ptp4l[10080.174]: master offset     -84708 s0 freq +61300000 path delay    251213,15.002000000000407,15,15,medium,run02,boundary
10081.174,-107579,1,61296223,232155,ptp4l[10081.174]: master offset    -107579 s1 freq +61296223 path delay    232155,16.002000000000407,16,16,medium,run02,boundary
10082.175,-75782,2,61288569,232155,ptp4l[10082.175]: master offset     -75782 s2 freq +61288569 path delay    232155,17.002999999998792,17,17,medium,run02,boundary
10083.175,-50397,2,61291058,232155,ptp4l[10083.175]: master offset     -50397 s2 freq +61291058 path delay    232155,18.002999999998792,18,18,medium,run02,boundary
10084.175,-28925,2,61293176,217957,ptp4l[10084.175]: master offset     -28925 s2 freq +61293176 path delay    217957,19.002999999998792,19,19,medium,run02,boundary
