sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T01:22:54+00:00,1775438574.0,0.0,0,servergm,3.2e-08,0.032,0.00014099999999999998,140.99999999999997,medium,run06
1,2026-04-06T01:23:55+00:00,1775438635.0,61.0,61,servergm,-6.200000000000001e-06,-6.200000000000001,0.000108,108.0,medium,run06
2,2026-04-06T01:24:57+00:00,1775438697.0,123.0,123,servergm,-1.1e-05,-11.0,0.00013199999999999998,131.99999999999997,medium,run06
3,2026-04-06T01:25:59+00:00,1775438759.0,185.0,185,servergm,-2e-09,-0.002,0.000165,165.0,medium,run06
4,2026-04-06T01:27:00+00:00,1775438820.0,246.0,246,servergm,3.1e-08,0.031,0.00019099999999999998,190.99999999999997,medium,run06
5,2026-04-06T01:28:02+00:00,1775438882.0,308.0,308,servergm,-8.100000000000001e-08,-0.08100000000000002,0.000216,216.0,medium,run06
6,2026-04-06T01:29:03+00:00,1775438943.0,369.0,369,servergm,-9.5e-07,-0.95,0.000205,205.0,medium,run06
7,2026-04-06T01:30:05+00:00,1775439005.0,431.0,431,servergm,-8.447e-06,-8.447000000000001,0.000252,252.0,medium,run06
8,2026-04-06T01:31:06+00:00,1775439066.0,492.0,492,servergm,-4.47e-07,-0.447,0.0003,300.0,medium,run06
9,2026-04-06T01:32:08+00:00,1775439128.0,554.0,554,servergm,-4.044000000000001e-06,-4.0440000000000005,0.000177,177.0,medium,run06
10,2026-04-06T01:33:09+00:00,1775439189.0,615.0,615,servergm,6.000000000000001e-09,0.006000000000000001,0.00011499999999999999,114.99999999999999,medium,run06
11,2026-04-06T01:34:11+00:00,1775439251.0,677.0,677,servergm,2.4000000000000003e-08,0.024000000000000004,9.7e-05,97.0,medium,run06
12,2026-04-06T01:35:12+00:00,1775439312.0,738.0,738,servergm,-8.3e-08,-0.083,0.00023999999999999998,239.99999999999997,medium,run06
13,2026-04-06T01:36:14+00:00,1775439374.0,800.0,800,servergm,-1.4850000000000002e-06,-1.485,0.00011399999999999999,113.99999999999999,medium,run06
14,2026-04-06T01:37:15+00:00,1775439435.0,861.0,861,servergm,-3.92e-07,-0.392,0.000167,167.0,medium,run06
15,2026-04-06T01:38:17+00:00,1775439497.0,923.0,923,servergm,-1.7e-05,-17.0,0.000233,233.0,medium,run06
16,2026-04-06T01:39:18+00:00,1775439558.0,984.0,984,servergm,-8.42e-07,-0.8420000000000001,0.000149,149.0,medium,run06
17,2026-04-06T01:40:20+00:00,1775439620.0,1046.0,1046,servergm,-1.35e-07,-0.135,0.000138,138.0,medium,run06
18,2026-04-06T01:41:21+00:00,1775439681.0,1107.0,1107,servergm,-1e-08,-0.01,0.000112,112.0,medium,run06
19,2026-04-06T01:42:23+00:00,1775439743.0,1169.0,1169,servergm,-1.6e-08,-0.016,0.000108,108.0,medium,run06
