sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T08:28:14+00:00,1775464094.0,0.0,0,-2.9608e-05,-29.607999999999997,-1.1341e-05,-11.341000000000001,high,run09
1,2026-04-06T08:29:16+00:00,1775464156.0,62.0,62,-1.4497e-05,-14.497,-6.007e-06,-6.007000000000001,high,run09
2,2026-04-06T08:30:18+00:00,1775464218.0,124.0,124,-1.8467e-05,-18.467000000000002,-1.0055e-05,-10.055,high,run09
3,2026-04-06T08:31:19+00:00,1775464279.0,185.0,185,1.91e-07,0.191,-0.000162882,-162.88199999999998,high,run09
4,2026-04-06T08:32:21+00:00,1775464341.0,247.0,247,1.09e-07,0.109,-5.7766e-05,-57.766000000000005,high,run09
5,2026-04-06T08:33:23+00:00,1775464403.0,309.0,309,-4.3265e-05,-43.265,-3.9636e-05,-39.635999999999996,high,run09
6,2026-04-06T08:34:24+00:00,1775464464.0,370.0,370,-0.000119423,-119.423,-0.000198045,-198.045,high,run09
7,2026-04-06T08:35:26+00:00,1775464526.0,432.0,432,-3.7121e-05,-37.121,-4.3267e-05,-43.266999999999996,high,run09
8,2026-04-06T08:36:27+00:00,1775464587.0,493.0,493,-0.000100669,-100.669,-7.8534e-05,-78.534,high,run09
9,2026-04-06T08:37:29+00:00,1775464649.0,555.0,555,-5.025e-05,-50.25,-2.0576e-05,-20.576,high,run09
10,2026-04-06T08:38:31+00:00,1775464711.0,617.0,617,-9.5698e-05,-95.69800000000001,-0.000161651,-161.65099999999998,high,run09
11,2026-04-06T08:39:32+00:00,1775464772.0,678.0,678,-5.8899e-05,-58.899,-9.3893e-05,-93.893,high,run09
12,2026-04-06T08:40:34+00:00,1775464834.0,740.0,740,-6.9144e-05,-69.144,-0.000164271,-164.27100000000002,high,run09
13,2026-04-06T08:41:36+00:00,1775464896.0,802.0,802,-2.5973e-05,-25.973,-1.1921e-05,-11.921,high,run09
14,2026-04-06T08:42:37+00:00,1775464957.0,863.0,863,7.3e-08,0.07300000000000001,-2.9549e-05,-29.549,high,run09
15,2026-04-06T08:43:39+00:00,1775465019.0,925.0,925,-1.4941e-05,-14.940999999999999,-6.4191e-05,-64.191,high,run09
16,2026-04-06T08:44:40+00:00,1775465080.0,986.0,986,-2.4536e-05,-24.536,-3.6586e-05,-36.586,high,run09
17,2026-04-06T08:45:42+00:00,1775465142.0,1048.0,1048,-2.5025e-05,-25.025,2.117e-06,2.117,high,run09
18,2026-04-06T08:46:44+00:00,1775465204.0,1110.0,1110,-2.1088e-05,-21.087999999999997,-1.7613e-05,-17.613,high,run09
19,2026-04-06T08:47:45+00:00,1775465265.0,1171.0,1171,-8.2202e-05,-82.202,-0.000105369,-105.369,high,run09
