sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T08:28:14+00:00,1775464094.0,0.0,0,servergm,-1.9e-08,-0.019000000000000003,0.000124,124.0,high,run09
1,2026-04-06T08:29:16+00:00,1775464156.0,62.0,62,servergm,-1.4000000000000001e-08,-0.014000000000000002,0.000121,121.0,high,run09
2,2026-04-06T08:30:18+00:00,1775464218.0,124.0,124,servergm,-2.5000000000000002e-08,-0.025,9.9e-05,99.0,high,run09
3,2026-04-06T08:31:19+00:00,1775464279.0,185.0,185,servergm,-6.2e-05,-62.0,0.000118,118.0,high,run09
4,2026-04-06T08:32:21+00:00,1775464341.0,247.0,247,servergm,-7.190000000000001e-06,-7.19,0.000148,148.0,high,run09
5,2026-04-06T08:33:23+00:00,1775464403.0,309.0,309,servergm,-5.648e-06,-5.648,8.2e-05,82.0,high,run09
6,2026-04-06T08:34:24+00:00,1775464464.0,370.0,370,servergm,-5.619000000000001e-06,-5.619000000000001,8.499999999999999e-05,84.99999999999999,high,run09
7,2026-04-06T08:35:26+00:00,1775464526.0,432.0,432,servergm,-8.890000000000001e-07,-0.8890000000000001,6.8e-05,68.0,high,run09
8,2026-04-06T08:36:27+00:00,1775464587.0,493.0,493,servergm,-2.1e-05,-21.0,0.000176,176.0,high,run09
9,2026-04-06T08:37:29+00:00,1775464649.0,555.0,555,servergm,-3.51e-07,-0.351,0.000167,167.0,high,run09
10,2026-04-06T08:38:31+00:00,1775464711.0,617.0,617,servergm,-2.1e-05,-21.0,8.099999999999999e-05,80.99999999999999,high,run09
11,2026-04-06T08:39:32+00:00,1775464772.0,678.0,678,servergm,-3.855e-06,-3.8550000000000004,0.00015,150.0,high,run09
12,2026-04-06T08:40:34+00:00,1775464834.0,740.0,740,servergm,-3.9e-05,-39.0,0.000187,187.0,high,run09
13,2026-04-06T08:41:36+00:00,1775464896.0,802.0,802,servergm,-2.67e-07,-0.267,0.000106,106.0,high,run09
14,2026-04-06T08:42:37+00:00,1775464957.0,863.0,863,servergm,9.910000000000001e-07,0.9910000000000001,7.8e-05,78.0,high,run09
15,2026-04-06T08:43:39+00:00,1775465019.0,925.0,925,servergm,-2.1000000000000003e-08,-0.021,5.3e-05,53.0,high,run09
16,2026-04-06T08:44:40+00:00,1775465080.0,986.0,986,servergm,-1.7e-08,-0.017,9.999999999999999e-05,99.99999999999999,high,run09
17,2026-04-06T08:45:42+00:00,1775465142.0,1048.0,1048,servergm,-3.0000000000000004e-09,-0.0030000000000000005,9.8e-05,98.0,high,run09
18,2026-04-06T08:46:44+00:00,1775465204.0,1110.0,1110,servergm,-1.8000000000000002e-08,-0.018000000000000002,6.4e-05,64.0,high,run09
19,2026-04-06T08:47:45+00:00,1775465265.0,1171.0,1171,servergm,-2.66e-07,-0.266,2.2e-05,22.0,high,run09
