sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T17:35:53+00:00,1775410553.0,0.0,0,servergm,-2.3e-05,-23.0,0.00014,140.0,low,run01
1,2026-04-05T17:36:54+00:00,1775410614.0,61.0,61,servergm,-2.28e-07,-0.228,0.000155,155.0,low,run01
2,2026-04-05T17:37:56+00:00,1775410676.0,123.0,123,servergm,-1.9e-08,-0.019000000000000003,7.8e-05,78.0,low,run01
3,2026-04-05T17:38:57+00:00,1775410737.0,184.0,184,servergm,7.1e-08,0.071,8.9e-05,89.0,low,run01
4,2026-04-05T17:39:59+00:00,1775410799.0,246.0,246,servergm,-5e-09,-0.005,7.999999999999999e-05,80.0,low,run01
5,2026-04-05T17:41:00+00:00,1775410860.0,307.0,307,servergm,4e-09,0.004,7.099999999999999e-05,70.99999999999999,low,run01
6,2026-04-05T17:42:02+00:00,1775410922.0,369.0,369,servergm,5e-09,0.005,6.2e-05,62.0,low,run01
7,2026-04-05T17:43:03+00:00,1775410983.0,430.0,430,servergm,4.541e-06,4.541,3.5e-05,35.0,low,run01
8,2026-04-05T17:44:05+00:00,1775411045.0,492.0,492,servergm,-9.000000000000001e-09,-0.009000000000000001,3.7e-05,37.0,low,run01
9,2026-04-05T17:45:06+00:00,1775411106.0,553.0,553,servergm,6.5e-08,0.065,1.6e-05,16.0,low,run01
10,2026-04-05T17:46:08+00:00,1775411168.0,615.0,615,servergm,2.4000000000000003e-08,0.024000000000000004,1.2e-05,12.0,low,run01
11,2026-04-05T17:47:10+00:00,1775411230.0,677.0,677,servergm,1.28e-07,0.128,1.2e-05,12.0,low,run01
12,2026-04-05T17:48:11+00:00,1775411291.0,738.0,738,servergm,-2.3100000000000002e-07,-0.231,1.3e-05,13.0,low,run01
13,2026-04-05T17:49:13+00:00,1775411353.0,800.0,800,servergm,-2.21e-07,-0.221,1.4e-05,14.0,low,run01
14,2026-04-05T17:50:14+00:00,1775411414.0,861.0,861,servergm,-3.0000000000000004e-09,-0.0030000000000000005,9.556000000000001e-06,9.556000000000001,low,run01
15,2026-04-05T17:51:16+00:00,1775411476.0,923.0,923,servergm,-1e-08,-0.01,7.393e-06,7.393,low,run01
16,2026-04-05T17:52:17+00:00,1775411537.0,984.0,984,servergm,-7.18e-07,-0.7180000000000001,7.393e-06,7.393,low,run01
17,2026-04-05T17:53:19+00:00,1775411599.0,1046.0,1046,servergm,-1.426e-06,-1.426,7.393e-06,7.393,low,run01
18,2026-04-05T17:54:20+00:00,1775411660.0,1107.0,1107,servergm,-2.1340000000000002e-06,-2.1340000000000003,7.393e-06,7.393,low,run01
19,2026-04-05T17:55:22+00:00,1775411722.0,1169.0,1169,servergm,2.184e-06,2.184,2.1e-05,21.0,low,run01
