sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T17:35:53+00:00,1775410553.0,0.0,0,-8.2666e-05,-82.666,-0.000167496,-167.496,low,run01
1,2026-04-05T17:36:54+00:00,1775410614.0,61.0,61,-2.1612e-05,-21.612,-2.326e-05,-23.26,low,run01
2,2026-04-05T17:37:56+00:00,1775410676.0,123.0,123,1.533e-05,15.33,1.8278e-05,18.278,low,run01
3,2026-04-05T17:38:57+00:00,1775410737.0,184.0,184,3.2983e-05,32.983,2.3639e-05,23.639,low,run01
4,2026-04-05T17:39:59+00:00,1775410799.0,246.0,246,1.619e-06,1.619,-7.31e-06,-7.3100000000000005,low,run01
5,2026-04-05T17:41:00+00:00,1775410860.0,307.0,307,1.762e-06,1.762,1.891e-06,1.891,low,run01
6,2026-04-05T17:42:02+00:00,1775410922.0,369.0,369,2.148e-06,2.148,2.096e-06,2.096,low,run01
7,2026-04-05T17:43:03+00:00,1775410983.0,430.0,430,-1.14e-07,-0.114,8.1792e-05,81.792,low,run01
8,2026-04-05T17:44:05+00:00,1775411045.0,492.0,492,1.11e-07,0.111,-2.837e-06,-2.837,low,run01
9,2026-04-05T17:45:06+00:00,1775411106.0,553.0,553,-1.4702e-05,-14.702,-1.5025e-05,-15.024999999999999,low,run01
10,2026-04-05T17:46:08+00:00,1775411168.0,615.0,615,2.697e-06,2.697,2.914e-06,2.914,low,run01
11,2026-04-05T17:47:10+00:00,1775411230.0,677.0,677,1.677e-06,1.677,2.914e-06,2.914,low,run01
12,2026-04-05T17:48:11+00:00,1775411291.0,738.0,738,-1.9329e-05,-19.329,-2.5116e-05,-25.116000000000003,low,run01
13,2026-04-05T17:49:13+00:00,1775411353.0,800.0,800,-7.053e-06,-7.053,-1.4916e-05,-14.916,low,run01
14,2026-04-05T17:50:14+00:00,1775411414.0,861.0,861,4e-09,0.004,-9.447e-06,-9.447,low,run01
15,2026-04-05T17:51:16+00:00,1775411476.0,923.0,923,-7.213e-06,-7.213,-3.029e-06,-3.0290000000000004,low,run01
16,2026-04-05T17:52:17+00:00,1775411537.0,984.0,984,2e-09,0.002,-3.029e-06,-3.0290000000000004,low,run01
17,2026-04-05T17:53:19+00:00,1775411599.0,1046.0,1046,2e-09,0.002,-3.029e-06,-3.0290000000000004,low,run01
18,2026-04-05T17:54:20+00:00,1775411660.0,1107.0,1107,3e-09,0.003,-3.029e-06,-3.0290000000000004,low,run01
19,2026-04-05T17:55:22+00:00,1775411722.0,1169.0,1169,1.3719e-05,13.719,1.4627e-05,14.627,low,run01
