sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T12:06:37+00:00,1775390797.0,0.0,0,-2.9707e-05,-29.706999999999997,-3.6387e-05,-36.387,medium,run06
1,2026-04-05T12:07:39+00:00,1775390859.0,62.0,62,-5.9551e-05,-59.551,-6.0847e-05,-60.847,medium,run06
2,2026-04-05T12:08:40+00:00,1775390920.0,123.0,123,-1.1076e-05,-11.076,-6.0847e-05,-60.847,medium,run06
3,2026-04-05T12:09:42+00:00,1775390982.0,185.0,185,-0.000144414,-144.414,-0.000154087,-154.087,medium,run06
4,2026-04-05T12:10:43+00:00,1775391043.0,246.0,246,-8.955e-05,-89.55,-0.000154087,-154.087,medium,run06
5,2026-04-05T12:11:45+00:00,1775391105.0,308.0,308,1.6132e-05,16.132,1.8515e-05,18.515,medium,run06
6,2026-04-05T12:12:46+00:00,1775391166.0,369.0,369,-1.463e-05,-14.63,-1.4257e-05,-14.257,medium,run06
7,2026-04-05T12:13:48+00:00,1775391228.0,431.0,431,5e-09,0.005,-1.4257e-05,-14.257,medium,run06
8,2026-04-05T12:14:49+00:00,1775391289.0,492.0,492,-4.72e-05,-47.2,-5.1427e-05,-51.427,medium,run06
9,2026-04-05T12:15:51+00:00,1775391351.0,554.0,554,-1.9921e-05,-19.921000000000003,-3.6512e-05,-36.512,medium,run06
