t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
7004.677,-447623,0,-278183,874492,ptp4l[7004.677]: master offset    -447623 s0 freq -278183 path delay    874492,0.0,0,0,low,run07,boundary
7005.678,449939,0,-278183,739059,ptp4l[7005.678]: master offset     449939 s0 freq -278183 path delay    739059,1.0010000000002037,1,1,low,run07,boundary
7006.68,-492719,0,-278183,932800,ptp4l[7006.680]: master offset    -492719 s0 freq -278183 path delay    932800,2.003000000000611,2,2,low,run07,boundary
7007.68,-484039,0,-278183,874492,ptp4l[7007.680]: master offset    -484039 s0 freq -278183 path delay    874492,3.003000000000611,3,3,low,run07,boundary
7008.682,-291847,0,-278183,739059,ptp4l[7008.682]: master offset    -291847 s0 freq -278183 path delay    739059,4.005000000000109,4,4,low,run07,boundary
7009.682,-441001,0,-278183,739059,ptp4l[7009.682]: master offset    -441001 s0 freq -278183 path delay    739059,5.005000000000109,5,5,low,run07,boundary
7010.684,391227,0,-278183,561421,ptp4l[7010.684]: master offset     391227 s0 freq -278183 path delay    561421,6.007000000000517,6,6,low,run07,boundary
7011.683,-382569,0,-278183,561421,ptp4l[7011.683]: master offset    -382569 s0 freq -278183 path delay    561421,7.006000000000313,7,7,low,run07,boundary
7012.687,580201,0,-278183,519217,ptp4l[7012.687]: master offset     580201 s0 freq -278183 path delay    519217,8.010000000000218,8,8,low,run07,boundary
7013.686,-288292,0,-278183,561421,ptp4l[7013.686]: master offset    -288292 s0 freq -278183 path delay    561421,9.009000000000015,9,9,low,run07,boundary
7014.686,-240959,0,-278183,510909,ptp4l[7014.686]: master offset    -240959 s0 freq -278183 path delay    510909,10.009000000000015,10,10,low,run07,boundary
7015.686,-382552,0,-278183,490131,ptp4l[7015.686]: master offset    -382552 s0 freq -278183 path delay    490131,11.009000000000015,11,11,low,run07,boundary
7016.687,-99244,0,-278183,471837,ptp4l[7016.687]: master offset     -99244 s0 freq -278183 path delay    471837,12.010000000000218,12,12,low,run07,boundary
7017.688,-14335,0,-278183,471837,ptp4l[7017.688]: master offset     -14335 s0 freq -278183 path delay    471837,13.011000000000422,13,13,low,run07,boundary
7018.689,-216610,0,-278183,471837,ptp4l[7018.689]: master offset    -216610 s0 freq -278183 path delay    471837,14.012000000000626,14,14,low,run07,boundary
7019.689,-206352,0,-278183,407330,ptp4l[7019.689]: master offset    -206352 s0 freq -278183 path delay    407330,15.012000000000626,15,15,low,run07,boundary
7020.691,85515,1,-244881,407330,ptp4l[7020.691]: master offset      85515 s1 freq -244881 path delay    407330,16.014000000000124,16,16,low,run07,boundary
7021.691,-55994,2,-250536,407330,ptp4l[7021.691]: master offset     -55994 s2 freq -250536 path delay    407330,17.014000000000124,17,17,low,run07,boundary
7022.692,122844,2,-232530,407330,ptp4l[7022.692]: master offset     122844 s2 freq -232530 path delay    407330,18.015000000000327,18,18,low,run07,boundary
7023.691,-234248,2,-268473,407330,ptp4l[7023.691]: master offset    -234248 s2 freq -268473 path delay    407330,19.014000000000124,19,19,low,run07,boundary
7024.693,110470,2,-233891,407330,ptp4l[7024.693]: master offset     110470 s2 freq -233891 path delay    407330,20.01600000000053,20,20,low,run07,boundary
7025.693,-246209,2,-269805,407330,ptp4l[7025.693]: master offset    -246209 s2 freq -269805 path delay    407330,21.01600000000053,21,21,low,run07,boundary
7026.696,69965,2,-238118,407330,ptp4l[7026.696]: master offset      69965 s2 freq -238118 path delay    407330,22.019000000000233,22,22,low,run07,boundary
7027.695,-270056,2,-272390,465102,ptp4l[7027.695]: master offset    -270056 s2 freq -272390 path delay    465102,23.01800000000003,23,23,low,run07,boundary
