t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
7010.602,275783,357975,-278183,0,696662.0,23020.0,ptp4l[7010.602]: rms 275783 max 357975 freq -278183 +/-   0 delay 696662 +/- 23020,0.0,0,0,low,run07,client
7012.604,2035888,2588862,-278183,0,1347827.0,475286.0,ptp4l[7012.604]: rms 2035888 max 2588862 freq -278183 +/-   0 delay 1347827 +/- 475286,2.0020000000004075,2,1,low,run07,client
7014.608,840632,1003969,-278183,0,1347827.0,0.0,ptp4l[7014.608]: rms 840632 max 1003969 freq -278183 +/-   0 delay 1347827 +/-   0,4.006000000000313,4,2,low,run07,client
7016.614,56839,80369,-278183,0,691169.0,47270.0,ptp4l[7016.614]: rms 56839 max 80369 freq -278183 +/-   0 delay 691169 +/- 47270,6.011999999999716,6,3,low,run07,client
7018.611,70948,98775,-278183,0,583380.0,3722.0,ptp4l[7018.611]: rms 70948 max 98775 freq -278183 +/-   0 delay 583380 +/- 3722,8.009000000000015,8,4,low,run07,client
7020.613,180819,251735,-278183,0,572748.0,4885.0,ptp4l[7020.613]: rms 180819 max 251735 freq -278183 +/-   0 delay 572748 +/- 4885,10.011000000000422,10,5,low,run07,client
7022.615,98050,107676,-278183,0,554278.0,0.0,ptp4l[7022.615]: rms 98050 max 107676 freq -278183 +/-   0 delay 554278 +/-   0,12.01299999999992,12,6,low,run07,client
7053.501,325965,441695,-287293,9110,506166.0,87008.0,ptp4l[7053.501]: rms 325965 max 441695 freq -287293 +/- 9110 delay 506166 +/- 87008,42.89900000000034,43,7,low,run07,client
7055.502,209639,213558,-296107,21067,,,ptp4l[7055.502]: rms 209639 max 213558 freq -296107 +/- 21067,44.900000000000546,45,8,low,run07,client
7057.504,278251,392670,-314918,21112,837506.0,129825.0,ptp4l[7057.504]: rms 278251 max 392670 freq -314918 +/- 21112 delay 837506 +/- 129825,46.902000000000044,47,9,low,run07,client
7059.509,335302,432974,-284446,31413,692808.0,5259.0,ptp4l[7059.509]: rms 335302 max 432974 freq -284446 +/- 31413 delay 692808 +/- 5259,48.90700000000015,49,10,low,run07,client
7061.51,198903,232602,-292649,19618,690864.0,4485.0,ptp4l[7061.510]: rms 198903 max 232602 freq -292649 +/- 19618 delay 690864 +/- 4485,50.90800000000036,51,11,low,run07,client
7063.51,236322,316733,-275014,10662,686990.0,3874.0,ptp4l[7063.510]: rms 236322 max 316733 freq -275014 +/- 10662 delay 686990 +/- 3874,52.90800000000036,53,12,low,run07,client
7065.515,290250,376821,-285028,27061,683115.0,0.0,ptp4l[7065.515]: rms 290250 max 376821 freq -285028 +/- 27061 delay 683115 +/-   0,54.913000000000466,55,13,low,run07,client
7067.514,229059,317036,-308430,19336,662012.0,14922.0,ptp4l[7067.514]: rms 229059 max 317036 freq -308430 +/- 19336 delay 662012 +/- 14922,56.91200000000026,57,14,low,run07,client
7069.518,129761,183211,-304878,9689,629626.0,30879.0,ptp4l[7069.518]: rms 129761 max 183211 freq -304878 +/- 9689 delay 629626 +/- 30879,58.91600000000017,59,15,low,run07,client
7071.518,230241,290502,-303404,22024,529060.0,0.0,ptp4l[7071.518]: rms 230241 max 290502 freq -303404 +/- 22024 delay 529060 +/-   0,60.91600000000017,61,16,low,run07,client
7073.521,92728,129367,-288696,5384,492539.0,0.0,ptp4l[7073.521]: rms 92728 max 129367 freq -288696 +/- 5384 delay 492539 +/-   0,62.91899999999987,63,17,low,run07,client
7075.524,310517,433129,-270482,18000,510843.0,25886.0,ptp4l[7075.524]: rms 310517 max 433129 freq -270482 +/- 18000 delay 510843 +/- 25886,64.92200000000048,65,18,low,run07,client
7077.523,111489,122432,-294495,11139,537956.0,0.0,ptp4l[7077.523]: rms 111489 max 122432 freq -294495 +/- 11139 delay 537956 +/-   0,66.92100000000028,67,19,low,run07,client
7079.522,461614,652308,-261125,31309,629808.0,10223.0,ptp4l[7079.522]: rms 461614 max 652308 freq -261125 +/- 31309 delay 629808 +/- 10223,68.92000000000007,69,20,low,run07,client
7081.526,277415,377232,-319567,13662,658791.0,0.0,ptp4l[7081.526]: rms 277415 max 377232 freq -319567 +/- 13662 delay 658791 +/-   0,70.92399999999998,71,21,low,run07,client
7083.526,252377,324751,-304354,23804,664830.0,6040.0,ptp4l[7083.526]: rms 252377 max 324751 freq -304354 +/- 23804 delay 664830 +/- 6040,72.92399999999998,73,22,low,run07,client
7085.529,343550,485780,-270719,24109,649500.0,9291.0,ptp4l[7085.529]: rms 343550 max 485780 freq -270719 +/- 24109 delay 649500 +/- 9291,74.92700000000059,75,23,low,run07,client
7087.531,219272,305768,-307996,18023,660650.0,14454.0,ptp4l[7087.531]: rms 219272 max 305768 freq -307996 +/- 18023 delay 660650 +/- 14454,76.92900000000009,77,24,low,run07,client
