sample_idx,n_runs,mean,std,ci95_low,ci95_high,q10,q25,q50,q75,q90,min,max
0,15.0,-7.298533333333334,32.94540089703973,-25.54490276152907,10.9478360948624,-50.19999999999999,-9.347999999999999,-1.1380000000000001,0.9915,14.818799999999994,-79.0,56.99999999999999
1,15.0,-11.182133333333333,35.912437882929055,-31.071756492781173,8.707489826114507,-21.6,-16.0,-2.2190000000000003,-0.056999999999999995,12.041599999999995,-129.0,37.0
2,15.0,-18.383,50.17723590718917,-46.17299066089882,9.40699066089882,-37.0,-22.5,-3.859000000000001,-1.0085,17.005999999999993,-184.0,39.0
3,15.0,4.431866666666665,42.94336529142052,-19.351741553672916,28.215474887006245,-27.6,-3.8165000000000004,-0.038000000000000006,1.4165,25.4,-61.0,140.0
4,15.0,3.4932666666666656,39.70851364356203,-18.49876225564903,25.485295588982364,-23.723999999999997,-6.389500000000001,-0.07300000000000001,7.339500000000001,43.59999999999998,-80.99999999999999,99.99999999999999
5,15.0,1.485933333333332,40.72739197301749,-21.070387717638713,24.042254384305377,-31.199999999999996,-11.405999999999999,-0.10700000000000001,24.5,40.79999999999999,-101.0,80.0
6,15.0,14.507866666666665,71.82795492491233,-25.273085003267447,54.28881833660078,-39.199999999999996,-17.5,0.12000000000000001,41.5,82.6,-121.0,200.99999999999997
7,15.0,-7.84593333333333,41.77572044940298,-30.982857082752005,15.290990416085343,-38.599999999999994,-1.7595,-0.24000000000000002,7.298000000000001,21.75999999999999,-140.99999999999997,35.0
8,15.0,8.422200000000002,63.771936643905406,-26.89703374654534,43.74143374654535,-3.3226000000000004,-2.128,-0.215,13.5185,80.79999999999995,-160.99999999999997,128.0
9,15.0,41.71746666666666,159.86651449205394,-46.82246313221841,130.25739646555172,-4.8894,-3.5505000000000004,-0.129,17.0,133.59999999999994,-180.99999999999997,554.9999999999999
