sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T02:09:35+00:00,1775441375.0,0.0,0,servergm,-3.7e-08,-0.037,0.00020099999999999998,200.99999999999997,medium,run08
1,2026-04-06T02:10:37+00:00,1775441437.0,62.0,62,servergm,-2.7e-08,-0.027,0.000227,227.0,medium,run08
2,2026-04-06T02:11:38+00:00,1775441498.0,123.0,123,servergm,-1.37e-07,-0.13699999999999998,0.000207,207.0,medium,run08
3,2026-04-06T02:12:40+00:00,1775441560.0,185.0,185,servergm,-3.649e-06,-3.649,0.00022799999999999999,227.99999999999997,medium,run08
4,2026-04-06T02:13:41+00:00,1775441621.0,246.0,246,servergm,-5.380000000000001e-07,-0.538,0.000223,223.0,medium,run08
5,2026-04-06T02:14:43+00:00,1775441683.0,308.0,308,servergm,-4.493e-06,-4.493,0.000336,336.0,medium,run08
6,2026-04-06T02:15:44+00:00,1775441744.0,369.0,369,servergm,-1.6e-08,-0.016,5.1e-05,51.0,medium,run08
7,2026-04-06T02:16:46+00:00,1775441806.0,431.0,431,servergm,-4.3e-08,-0.043000000000000003,4.8e-05,48.0,medium,run08
8,2026-04-06T02:17:47+00:00,1775441867.0,492.0,492,servergm,-2e-08,-0.02,3.9999999999999996e-05,40.0,medium,run08
9,2026-04-06T02:18:49+00:00,1775441929.0,554.0,554,servergm,-1.23e-07,-0.123,3.9e-05,39.0,medium,run08
10,2026-04-06T02:19:50+00:00,1775441990.0,615.0,615,servergm,1.8700000000000002e-07,0.18700000000000003,3.9e-05,39.0,medium,run08
11,2026-04-06T02:20:52+00:00,1775442052.0,677.0,677,servergm,1.314e-06,1.314,3.9e-05,39.0,medium,run08
12,2026-04-06T02:21:53+00:00,1775442113.0,738.0,738,servergm,-2.4000000000000003e-08,-0.024000000000000004,3.7999999999999995e-05,37.99999999999999,medium,run08
13,2026-04-06T02:22:55+00:00,1775442175.0,800.0,800,servergm,-2.02e-07,-0.202,3.7e-05,37.0,medium,run08
14,2026-04-06T02:23:56+00:00,1775442236.0,861.0,861,servergm,-1.7e-08,-0.017,3.7e-05,37.0,medium,run08
15,2026-04-06T02:24:58+00:00,1775442298.0,923.0,923,servergm,2e-09,0.002,3.9999999999999996e-05,40.0,medium,run08
16,2026-04-06T02:25:59+00:00,1775442359.0,984.0,984,servergm,-4e-09,-0.004,3.9999999999999996e-05,40.0,medium,run08
17,2026-04-06T02:27:01+00:00,1775442421.0,1046.0,1046,servergm,-1e-09,-0.001,4.4e-05,44.0,medium,run08
18,2026-04-06T02:28:02+00:00,1775442482.0,1107.0,1107,servergm,-1.3e-08,-0.013000000000000001,4.2999999999999995e-05,42.99999999999999,medium,run08
19,2026-04-06T02:29:04+00:00,1775442544.0,1169.0,1169,servergm,-4e-09,-0.004,4.2999999999999995e-05,42.99999999999999,medium,run08
