sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T04:29:57+00:00,1775449797.0,0.0,0,-0.000122291,-122.29100000000001,-0.00022016,-220.16,medium,run14
1,2026-04-06T04:30:59+00:00,1775449859.0,62.0,62,3.79e-07,0.379,-0.000141352,-141.352,medium,run14
2,2026-04-06T04:32:00+00:00,1775449920.0,123.0,123,-0.000301614,-301.61400000000003,-0.000264681,-264.681,medium,run14
3,2026-04-06T04:33:02+00:00,1775449982.0,185.0,185,-6.6136e-05,-66.13600000000001,-9.3346e-05,-93.346,medium,run14
4,2026-04-06T04:34:03+00:00,1775450043.0,246.0,246,-2.8901e-05,-28.901,-2.0669e-05,-20.669,medium,run14
5,2026-04-06T04:35:05+00:00,1775450105.0,308.0,308,1.1548e-05,11.548,1.2301e-05,12.301,medium,run14
6,2026-04-06T04:36:06+00:00,1775450166.0,369.0,369,-0.000167416,-167.41600000000003,-0.000155028,-155.02800000000002,medium,run14
7,2026-04-06T04:37:08+00:00,1775450228.0,431.0,431,-7.8057e-05,-78.057,-7.0985e-05,-70.985,medium,run14
8,2026-04-06T04:38:09+00:00,1775450289.0,492.0,492,-5.2669e-05,-52.669,-2.5474e-05,-25.474,medium,run14
9,2026-04-06T04:39:11+00:00,1775450351.0,554.0,554,-4.7524e-05,-47.524,-6.6798e-05,-66.798,medium,run14
10,2026-04-06T04:40:12+00:00,1775450412.0,615.0,615,-7.4462e-05,-74.462,-2.612e-05,-26.12,medium,run14
11,2026-04-06T04:41:14+00:00,1775450474.0,677.0,677,-3.5431e-05,-35.431,-2.415e-05,-24.150000000000002,medium,run14
12,2026-04-06T04:42:15+00:00,1775450535.0,738.0,738,-2.4289e-05,-24.289,-1.4796e-05,-14.796000000000001,medium,run14
13,2026-04-06T04:43:17+00:00,1775450597.0,800.0,800,-0.000162869,-162.869,-0.00014268,-142.68,medium,run14
14,2026-04-06T04:44:19+00:00,1775450659.0,862.0,862,-9.3124e-05,-93.124,-7.2916e-05,-72.91600000000001,medium,run14
15,2026-04-06T04:45:20+00:00,1775450720.0,923.0,923,-5.8136e-05,-58.136,-0.000150718,-150.718,medium,run14
16,2026-04-06T04:46:21+00:00,1775450781.0,984.0,984,-1.7557e-05,-17.557000000000002,-1.5195e-05,-15.194999999999999,medium,run14
17,2026-04-06T04:47:23+00:00,1775450843.0,1046.0,1046,2.48e-07,0.248,-0.000268268,-268.268,medium,run14
18,2026-04-06T04:48:25+00:00,1775450905.0,1108.0,1108,-4.8312e-05,-48.312,-4.8362e-05,-48.362,medium,run14
19,2026-04-06T04:49:26+00:00,1775450966.0,1169.0,1169,4.66e-07,0.466,-0.000208656,-208.65599999999998,medium,run14
