sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T04:29:57+00:00,1775449797.0,0.0,0,servergm,-2.4e-05,-24.0,0.000143,143.0,medium,run14
1,2026-04-06T04:30:59+00:00,1775449859.0,62.0,62,servergm,-9.36e-06,-9.36,6.1e-05,61.0,medium,run14
2,2026-04-06T04:32:00+00:00,1775449920.0,123.0,123,servergm,-4.2999999999999995e-05,-42.99999999999999,0.00041299999999999996,412.99999999999994,medium,run14
3,2026-04-06T04:33:02+00:00,1775449982.0,185.0,185,servergm,-7.805e-06,-7.805000000000001,0.000146,146.0,medium,run14
4,2026-04-06T04:34:03+00:00,1775450043.0,246.0,246,servergm,1e-09,0.001,0.000129,129.0,medium,run14
5,2026-04-06T04:35:05+00:00,1775450105.0,308.0,308,servergm,-3.2e-08,-0.032,0.000158,158.0,medium,run14
6,2026-04-06T04:36:06+00:00,1775450166.0,369.0,369,servergm,-6.71e-07,-0.671,0.00018199999999999998,181.99999999999997,medium,run14
7,2026-04-06T04:37:08+00:00,1775450228.0,431.0,431,servergm,-8.11e-07,-0.811,0.000272,272.0,medium,run14
8,2026-04-06T04:38:09+00:00,1775450289.0,492.0,492,servergm,-2.08e-07,-0.20800000000000002,0.000254,254.0,medium,run14
9,2026-04-06T04:39:11+00:00,1775450351.0,554.0,554,servergm,-4.672e-06,-4.672000000000001,0.000215,215.0,medium,run14
10,2026-04-06T04:40:12+00:00,1775450412.0,615.0,615,servergm,-9.600000000000001e-07,-0.9600000000000001,0.000236,236.0,medium,run14
11,2026-04-06T04:41:14+00:00,1775450474.0,677.0,677,servergm,-4.1500000000000005e-07,-0.41500000000000004,0.000269,269.0,medium,run14
12,2026-04-06T04:42:15+00:00,1775450535.0,738.0,738,servergm,-4e-09,-0.004,0.000184,184.0,medium,run14
13,2026-04-06T04:43:17+00:00,1775450597.0,800.0,800,servergm,-7.437e-06,-7.437,0.000222,222.0,medium,run14
14,2026-04-06T04:44:19+00:00,1775450659.0,862.0,862,servergm,-1.4820000000000002e-06,-1.4820000000000002,0.00021099999999999998,210.99999999999997,medium,run14
15,2026-04-06T04:45:20+00:00,1775450720.0,923.0,923,servergm,-6.093000000000001e-06,-6.093000000000001,9.2e-05,92.0,medium,run14
16,2026-04-06T04:46:21+00:00,1775450781.0,984.0,984,servergm,-4.2700000000000005e-07,-0.42700000000000005,0.000154,154.0,medium,run14
17,2026-04-06T04:47:23+00:00,1775450843.0,1046.0,1046,servergm,-1.2840000000000001e-06,-1.284,6.4e-05,64.0,medium,run14
18,2026-04-06T04:48:25+00:00,1775450905.0,1108.0,1108,servergm,-1.3460000000000001e-06,-1.346,0.000223,223.0,medium,run14
19,2026-04-06T04:49:26+00:00,1775450966.0,1169.0,1169,servergm,-5.7e-07,-0.5700000000000001,0.00014199999999999998,141.99999999999997,medium,run14
