t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
17574.012,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17574.012]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run12,boundary
17574.012,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17574.012]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run12,boundary
17574.012,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[17574.012]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,high,run12,boundary
17578.043,new_foreign_master,1.0,,,c24c04.fffe.aa7368-1,ptp4l[17578.043]: port 1: new foreign master c24c04.fffe.aa7368-1,4.0310000000026776,4,3,high,run12,boundary
17580.35,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17580.350]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.337999999999738,6,4,high,run12,boundary
17581.372,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[17581.372]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),7.360000000000582,7,5,high,run12,boundary
17581.817,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17581.817]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.805000000000291,8,6,high,run12,boundary
17582.045,best_master,,,,c24c04.fffe.aa7368,ptp4l[17582.045]: selected best master clock c24c04.fffe.aa7368,8.032999999999447,8,7,high,run12,boundary
17582.046,ptp_timescale_mismatch,,,,,ptp4l[17582.046]: foreign master not using PTP timescale,8.03399999999965,8,8,high,run12,boundary
17582.046,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[17582.046]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,8.03399999999965,8,9,high,run12,boundary
17597.374,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[17597.374]: port 2: FAULTY to LISTENING on INIT_COMPLETE,23.36200000000099,23,10,high,run12,boundary
17601.055,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[17601.055]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,27.043000000001484,27,11,high,run12,boundary
17605.207,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17605.207]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,31.19499999999971,31,12,high,run12,boundary
17605.207,best_master,,,,c24c04.fffe.aa7368,ptp4l[17605.207]: selected best master clock c24c04.fffe.aa7368,31.19499999999971,31,13,high,run12,boundary
17605.207,ptp_timescale_mismatch,,,,,ptp4l[17605.207]: foreign master not using PTP timescale,31.19499999999971,31,14,high,run12,boundary
17606.23,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[17606.230]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),32.21800000000076,32,15,high,run12,boundary
17616.066,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[17616.066]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,42.05400000000009,42,16,high,run12,boundary
17622.234,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[17622.234]: port 2: FAULTY to LISTENING on INIT_COMPLETE,48.22200000000157,48,17,high,run12,boundary
17628.847,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[17628.847]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,54.835000000002765,55,18,high,run12,boundary
17628.847,best_master,,,,c24c04.fffe.aa7368,ptp4l[17628.847]: selected best master clock c24c04.fffe.aa7368,54.835000000002765,55,19,high,run12,boundary
17628.847,ptp_timescale_mismatch,,,,,ptp4l[17628.847]: foreign master not using PTP timescale,54.835000000002765,55,20,high,run12,boundary
17629.872,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[17629.872]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),55.86000000000058,56,21,high,run12,boundary
