sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T02:33:14+00:00,1775442794.0,0.0,0,servergm,-2e-09,-0.002,2.9e-05,29.0,medium,run09
1,2026-04-06T02:34:15+00:00,1775442855.0,61.0,61,servergm,0.0,0.0,3.2e-05,32.0,medium,run09
2,2026-04-06T02:35:17+00:00,1775442917.0,123.0,123,servergm,-4e-09,-0.004,3.9e-05,39.0,medium,run09
3,2026-04-06T02:36:18+00:00,1775442978.0,184.0,184,servergm,-9.000000000000001e-09,-0.009000000000000001,4.9999999999999996e-05,49.99999999999999,medium,run09
4,2026-04-06T02:37:20+00:00,1775443040.0,246.0,246,servergm,-8e-09,-0.008,5.2e-05,52.0,medium,run09
5,2026-04-06T02:38:21+00:00,1775443101.0,307.0,307,servergm,-2.5000000000000002e-08,-0.025,5.3e-05,53.0,medium,run09
6,2026-04-06T02:39:23+00:00,1775443163.0,369.0,369,servergm,-1e-08,-0.01,5.2e-05,52.0,medium,run09
7,2026-04-06T02:40:24+00:00,1775443224.0,430.0,430,servergm,-1e-09,-0.001,4.9999999999999996e-05,49.99999999999999,medium,run09
8,2026-04-06T02:41:26+00:00,1775443286.0,492.0,492,servergm,3.0000000000000004e-09,0.0030000000000000005,4.7e-05,47.0,medium,run09
9,2026-04-06T02:42:27+00:00,1775443347.0,553.0,553,servergm,-1.7e-08,-0.017,4.6e-05,46.0,medium,run09
10,2026-04-06T02:43:29+00:00,1775443409.0,615.0,615,servergm,-4e-09,-0.004,4.4999999999999996e-05,44.99999999999999,medium,run09
11,2026-04-06T02:44:30+00:00,1775443470.0,676.0,676,servergm,-5e-09,-0.005,4.8e-05,48.0,medium,run09
12,2026-04-06T02:45:32+00:00,1775443532.0,738.0,738,servergm,2.9e-08,0.029,4.9e-05,49.0,medium,run09
13,2026-04-06T02:46:33+00:00,1775443593.0,799.0,799,servergm,-2.7e-08,-0.027,4.9e-05,49.0,medium,run09
14,2026-04-06T02:47:35+00:00,1775443655.0,861.0,861,servergm,-7.4e-08,-0.074,4.7e-05,47.0,medium,run09
15,2026-04-06T02:48:36+00:00,1775443716.0,922.0,922,servergm,0.0,0.0,4.6e-05,46.0,medium,run09
16,2026-04-06T02:49:38+00:00,1775443778.0,984.0,984,servergm,-1e-09,-0.001,4.2999999999999995e-05,42.99999999999999,medium,run09
17,2026-04-06T02:50:39+00:00,1775443839.0,1045.0,1045,servergm,-1e-09,-0.001,4.2999999999999995e-05,42.99999999999999,medium,run09
18,2026-04-06T02:51:41+00:00,1775443901.0,1107.0,1107,servergm,-2e-09,-0.002,5.2e-05,52.0,medium,run09
19,2026-04-06T02:52:42+00:00,1775443962.0,1168.0,1168,servergm,-3.3750000000000003e-06,-3.3750000000000004,0.00017199999999999998,171.99999999999997,medium,run09
