sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T09:42:08+00:00,1775382128.0,0.0,0,servergm,2.0700000000000001e-07,0.20700000000000002,0.000113,113.0,low,run10
1,2026-04-05T09:43:10+00:00,1775382190.0,62.0,62,servergm,3.61e-07,0.36100000000000004,0.000113,113.0,low,run10
2,2026-04-05T09:44:11+00:00,1775382251.0,123.0,123,servergm,5.15e-07,0.515,0.000113,113.0,low,run10
3,2026-04-05T09:45:13+00:00,1775382313.0,185.0,185,servergm,6.68e-07,0.668,0.000113,113.0,low,run10
4,2026-04-05T09:46:14+00:00,1775382374.0,246.0,246,servergm,-3.3250000000000004e-06,-3.325,0.00011399999999999999,113.99999999999999,low,run10
5,2026-04-05T09:47:16+00:00,1775382436.0,308.0,308,servergm,-7.812e-06,-7.812000000000001,0.00011399999999999999,113.99999999999999,low,run10
6,2026-04-05T09:48:17+00:00,1775382497.0,369.0,369,servergm,-1.2e-05,-12.0,0.00011399999999999999,113.99999999999999,low,run10
7,2026-04-05T09:49:19+00:00,1775382559.0,431.0,431,servergm,-1.7e-05,-17.0,0.00011399999999999999,113.99999999999999,low,run10
8,2026-04-05T09:50:20+00:00,1775382620.0,492.0,492,servergm,-2.15e-07,-0.215,0.00011399999999999999,113.99999999999999,low,run10
9,2026-04-05T09:51:22+00:00,1775382682.0,554.0,554,servergm,-1.041e-06,-1.0410000000000001,0.00011399999999999999,113.99999999999999,low,run10
