t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
6103.495,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[6103.495]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run04,boundary
6103.495,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[6103.495]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,low,run04,boundary
6103.495,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[6103.495]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,low,run04,boundary
6106.485,new_foreign_master,1.0,,,daadba.fffe.4c4b6f-1,ptp4l[6106.485]: port 1: new foreign master daadba.fffe.4c4b6f-1,2.9899999999997817,3,3,low,run04,boundary
6109.611,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[6109.611]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.1159999999999854,6,4,low,run04,boundary
6109.949,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[6109.949]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.4539999999997235,6,5,low,run04,boundary
6110.486,best_master,,,,daadba.fffe.4c4b6f,ptp4l[6110.486]: selected best master clock daadba.fffe.4c4b6f,6.9909999999999854,7,6,low,run04,boundary
6110.486,ptp_timescale_mismatch,,,,,ptp4l[6110.486]: foreign master not using PTP timescale,6.9909999999999854,7,7,low,run04,boundary
6110.486,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[6110.486]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,6.9909999999999854,7,8,low,run04,boundary
6129.506,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[6129.506]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.011000000000422,26,9,low,run04,boundary
