sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T14:17:51+00:00,1775398671.0,0.0,0,-7.404e-06,-7.404,-7.538e-06,-7.537999999999999,high,run01
1,2026-04-05T14:18:52+00:00,1775398732.0,61.0,61,-2.2762e-05,-22.762,-3.1596e-05,-31.596,high,run01
2,2026-04-05T14:19:54+00:00,1775398794.0,123.0,123,8.741e-06,8.741,8.75e-06,8.75,high,run01
3,2026-04-05T14:20:55+00:00,1775398855.0,184.0,184,-3.4925e-05,-34.925000000000004,-7.9539e-05,-79.539,high,run01
4,2026-04-05T14:21:57+00:00,1775398917.0,246.0,246,2.3923e-05,23.923000000000002,2.6679e-05,26.679,high,run01
5,2026-04-05T14:22:58+00:00,1775398978.0,307.0,307,7.981e-06,7.981000000000001,4.058e-06,4.058,high,run01
6,2026-04-05T14:24:00+00:00,1775399040.0,369.0,369,2.785e-06,2.785,4.058e-06,4.058,high,run01
7,2026-04-05T14:25:01+00:00,1775399101.0,430.0,430,-6.92e-06,-6.92,-8.75e-06,-8.75,high,run01
8,2026-04-05T14:26:03+00:00,1775399163.0,492.0,492,-1.262e-06,-1.262,-1.311e-06,-1.311,high,run01
9,2026-04-05T14:27:05+00:00,1775399225.0,554.0,554,1.836e-06,1.836,3.233e-06,3.2329999999999997,high,run01
