sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T11:27:24+00:00,1775388444.0,0.0,0,1.4e-08,0.014,-9.0605e-05,-90.605,medium,run03
1,2026-04-05T11:28:26+00:00,1775388506.0,62.0,62,8.8e-08,0.088,-3.2477e-05,-32.477000000000004,medium,run03
2,2026-04-05T11:29:27+00:00,1775388567.0,123.0,123,8.8e-08,0.088,-3.2477e-05,-32.477000000000004,medium,run03
3,2026-04-05T11:30:29+00:00,1775388629.0,185.0,185,-0.000105522,-105.52199999999999,-0.000109684,-109.684,medium,run03
4,2026-04-05T11:31:30+00:00,1775388690.0,246.0,246,-6.1663e-05,-61.663,-2.0944e-05,-20.944000000000003,medium,run03
5,2026-04-05T11:32:32+00:00,1775388752.0,308.0,308,-5.4122e-05,-54.122,-5.7087e-05,-57.086999999999996,medium,run03
6,2026-04-05T11:33:33+00:00,1775388813.0,369.0,369,-3.2723e-05,-32.723,-4.1211e-05,-41.211000000000006,medium,run03
7,2026-04-05T11:34:35+00:00,1775388875.0,431.0,431,-1.1555e-05,-11.555,-4.1211e-05,-41.211000000000006,medium,run03
8,2026-04-05T11:35:36+00:00,1775388936.0,492.0,492,2e-09,0.002,-4.1211e-05,-41.211000000000006,medium,run03
9,2026-04-05T11:36:38+00:00,1775388998.0,554.0,554,-4.9751e-05,-49.751,-4.1932e-05,-41.931999999999995,medium,run03
