sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T16:43:36+00:00,1775407416.0,0.0,0,-1.8493e-05,-18.493000000000002,-1.9614e-05,-19.613999999999997,high,run12
1,2026-04-05T16:44:38+00:00,1775407478.0,62.0,62,-7.8117e-05,-78.117,-3.1832e-05,-31.832000000000004,high,run12
2,2026-04-05T16:45:39+00:00,1775407539.0,123.0,123,-3.2273e-05,-32.273,-5.1009e-05,-51.009,high,run12
3,2026-04-05T16:46:41+00:00,1775407601.0,185.0,185,-2.1508e-05,-21.508000000000003,-6.1733e-05,-61.733,high,run12
4,2026-04-05T16:47:42+00:00,1775407662.0,246.0,246,-7.1104e-05,-71.104,-7.1486e-05,-71.486,high,run12
5,2026-04-05T16:48:44+00:00,1775407724.0,308.0,308,1.1e-08,0.011,5.1e-07,0.51,high,run12
6,2026-04-05T16:49:45+00:00,1775407785.0,369.0,369,5.527e-06,5.527,5.521e-06,5.521,high,run12
7,2026-04-05T16:50:47+00:00,1775407847.0,431.0,431,-8.67e-06,-8.67,-2.1092e-05,-21.092000000000002,high,run12
8,2026-04-05T16:51:48+00:00,1775407908.0,492.0,492,-3.9995e-05,-39.995,-2.4332e-05,-24.332,high,run12
9,2026-04-05T16:52:50+00:00,1775407970.0,554.0,554,-3.0661e-05,-30.660999999999998,-2.1512e-05,-21.512,high,run12
