sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T12:58:54+00:00,1775393934.0,0.0,0,servergm,-1.353e-06,-1.353,7e-05,70.0,medium,run10
1,2026-04-05T12:59:56+00:00,1775393996.0,62.0,62,servergm,-5e-09,-0.005,7.2e-05,72.0,medium,run10
2,2026-04-05T13:00:57+00:00,1775394057.0,123.0,123,servergm,-7e-08,-0.07,7.2e-05,72.0,medium,run10
3,2026-04-05T13:01:59+00:00,1775394119.0,185.0,185,servergm,4.9e-08,0.049,7.3e-05,73.0,medium,run10
4,2026-04-05T13:03:00+00:00,1775394180.0,246.0,246,servergm,-1.0250000000000001e-06,-1.0250000000000001,7.4e-05,74.0,medium,run10
5,2026-04-05T13:04:02+00:00,1775394242.0,308.0,308,servergm,-2.256e-06,-2.2560000000000002,7.4e-05,74.0,medium,run10
6,2026-04-05T13:05:03+00:00,1775394303.0,369.0,369,servergm,-3.4870000000000002e-06,-3.487,7.4e-05,74.0,medium,run10
7,2026-04-05T13:06:05+00:00,1775394365.0,431.0,431,servergm,3.8e-08,0.038000000000000006,7.8e-05,78.0,medium,run10
8,2026-04-05T13:07:07+00:00,1775394427.0,493.0,493,servergm,-7.500000000000001e-08,-0.07500000000000001,8.099999999999999e-05,80.99999999999999,medium,run10
9,2026-04-05T13:08:08+00:00,1775394488.0,554.0,554,servergm,-8.520000000000001e-07,-0.8520000000000001,8.9e-05,89.0,medium,run10
