sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T15:24:17+00:00,1775402657.0,0.0,0,servergm,-1.096e-06,-1.0959999999999999,0.00018099999999999998,180.99999999999997,high,run06
1,2026-04-05T15:25:18+00:00,1775402718.0,61.0,61,servergm,-1.8620000000000001e-06,-1.862,0.000276,276.0,high,run06
2,2026-04-05T15:26:20+00:00,1775402780.0,123.0,123,servergm,-9.011e-06,-9.011000000000001,0.000314,314.0,high,run06
3,2026-04-05T15:27:22+00:00,1775402842.0,185.0,185,servergm,3.2e-08,0.032,0.000233,233.0,high,run06
4,2026-04-05T15:28:23+00:00,1775402903.0,246.0,246,servergm,-9.08e-07,-0.908,0.000226,226.0,high,run06
5,2026-04-05T15:29:25+00:00,1775402965.0,308.0,308,servergm,-1.4999999999999999e-05,-14.999999999999998,0.000128,128.0,high,run06
6,2026-04-05T15:30:26+00:00,1775403026.0,369.0,369,servergm,-0.000156,-156.0,0.000307,307.0,high,run06
7,2026-04-05T15:31:28+00:00,1775403088.0,431.0,431,servergm,-1.6e-05,-16.0,0.000278,278.0,high,run06
8,2026-04-05T15:32:29+00:00,1775403149.0,492.0,492,servergm,-3.7100000000000003e-07,-0.37100000000000005,0.000194,194.0,high,run06
9,2026-04-05T15:33:31+00:00,1775403211.0,554.0,554,servergm,-4.1500000000000005e-07,-0.41500000000000004,0.000165,165.0,high,run06
