sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T09:29:04+00:00,1775381344.0,0.0,0,servergm,-7.9e-05,-79.0,5.9999999999999995e-05,59.99999999999999,low,run09
1,2026-04-05T09:30:06+00:00,1775381406.0,62.0,62,servergm,-1.206e-06,-1.206,7.4e-05,74.0,low,run09
2,2026-04-05T09:31:07+00:00,1775381467.0,123.0,123,servergm,-3.859000000000001e-06,-3.859000000000001,7.4e-05,74.0,low,run09
3,2026-04-05T09:32:09+00:00,1775381529.0,185.0,185,servergm,2.9e-05,29.0,9.4e-05,94.0,low,run09
4,2026-04-05T09:33:10+00:00,1775381590.0,246.0,246,servergm,6.4e-05,64.0,9.4e-05,94.0,low,run09
5,2026-04-05T09:34:12+00:00,1775381652.0,308.0,308,servergm,3.2999999999999996e-05,32.99999999999999,0.00015099999999999998,150.99999999999997,low,run09
6,2026-04-05T09:35:13+00:00,1775381713.0,369.0,369,servergm,6.7e-05,67.0,0.00015099999999999998,150.99999999999997,low,run09
7,2026-04-05T09:36:15+00:00,1775381775.0,431.0,431,servergm,-3.0200000000000003e-07,-0.30200000000000005,0.000134,134.0,low,run09
8,2026-04-05T09:37:16+00:00,1775381836.0,492.0,492,servergm,-1.8450000000000001e-06,-1.8450000000000002,0.000134,134.0,low,run09
9,2026-04-05T09:38:18+00:00,1775381898.0,554.0,554,servergm,-3.3860000000000003e-06,-3.386,0.000134,134.0,low,run09
