sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T09:29:04+00:00,1775381344.0,0.0,0,7.8e-08,0.078,-0.000104753,-104.753,low,run09
1,2026-04-05T09:30:06+00:00,1775381406.0,62.0,62,-2.1616e-05,-21.616,-2.1832e-05,-21.832,low,run09
2,2026-04-05T09:31:07+00:00,1775381467.0,123.0,123,-2.1305e-05,-21.305,-2.1832e-05,-21.832,low,run09
3,2026-04-05T09:32:09+00:00,1775381529.0,185.0,185,0.000512565,512.5649999999999,0.000694375,694.375,low,run09
4,2026-04-05T09:33:10+00:00,1775381590.0,246.0,246,0.000311919,311.91900000000004,0.000694375,694.375,low,run09
5,2026-04-05T09:34:12+00:00,1775381652.0,308.0,308,0.000340764,340.764,0.001880911,1880.911,low,run09
6,2026-04-05T09:35:13+00:00,1775381713.0,369.0,369,-7.9e-08,-0.079,0.001880911,1880.911,low,run09
7,2026-04-05T09:36:15+00:00,1775381775.0,431.0,431,-8.1414e-05,-81.414,-6.5842e-05,-65.842,low,run09
8,2026-04-05T09:37:16+00:00,1775381836.0,492.0,492,1.5e-08,0.015,-6.5842e-05,-65.842,low,run09
9,2026-04-05T09:38:18+00:00,1775381898.0,554.0,554,1.6e-08,0.016,-6.5842e-05,-65.842,low,run09
