sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T14:44:29+00:00,1775400269.0,0.0,0,3.9212e-05,39.212,5.1663e-05,51.663000000000004,high,run03
1,2026-04-05T14:45:31+00:00,1775400331.0,62.0,62,-9.196e-06,-9.196,2.296e-06,2.2960000000000003,high,run03
2,2026-04-05T14:46:32+00:00,1775400392.0,123.0,123,5.497e-06,5.497,5.506e-06,5.506,high,run03
3,2026-04-05T14:47:34+00:00,1775400454.0,185.0,185,1.9111e-05,19.111,2.1652e-05,21.651999999999997,high,run03
4,2026-04-05T14:48:35+00:00,1775400515.0,246.0,246,-2.6328e-05,-26.328,-3.5245e-05,-35.245,high,run03
5,2026-04-05T14:49:37+00:00,1775400577.0,308.0,308,-6.1575e-05,-61.575,-3.5273e-05,-35.272999999999996,high,run03
6,2026-04-05T14:50:38+00:00,1775400638.0,369.0,369,1.4e-08,0.014,-3.918e-05,-39.18,high,run03
7,2026-04-05T14:51:40+00:00,1775400700.0,431.0,431,-6.994e-06,-6.994000000000001,-1.2596e-05,-12.596,high,run03
8,2026-04-05T14:52:41+00:00,1775400761.0,492.0,492,-1.9225e-05,-19.225,-5.637e-06,-5.6370000000000005,high,run03
9,2026-04-05T14:53:43+00:00,1775400823.0,554.0,554,-2.045e-06,-2.045,1.895e-06,1.895,high,run03
