sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T14:44:29+00:00,1775400269.0,0.0,0,servergm,3.41e-07,0.34099999999999997,0.00017999999999999998,179.99999999999997,high,run03
1,2026-04-05T14:45:31+00:00,1775400331.0,62.0,62,servergm,-1.5000000000000002e-08,-0.015000000000000001,0.000173,173.0,high,run03
2,2026-04-05T14:46:32+00:00,1775400392.0,123.0,123,servergm,-4.3e-08,-0.043000000000000003,0.00017999999999999998,179.99999999999997,high,run03
3,2026-04-05T14:47:34+00:00,1775400454.0,185.0,185,servergm,2.8000000000000003e-08,0.028000000000000004,0.00018099999999999998,180.99999999999997,high,run03
4,2026-04-05T14:48:35+00:00,1775400515.0,246.0,246,servergm,-5.7e-07,-0.5700000000000001,0.00018199999999999998,181.99999999999997,high,run03
5,2026-04-05T14:49:37+00:00,1775400577.0,308.0,308,servergm,-1.55e-07,-0.155,0.00018899999999999999,189.0,high,run03
6,2026-04-05T14:50:38+00:00,1775400638.0,369.0,369,servergm,-5.91e-07,-0.5910000000000001,0.000193,193.0,high,run03
7,2026-04-05T14:51:40+00:00,1775400700.0,431.0,431,servergm,-1.9300000000000002e-07,-0.19300000000000003,0.00018899999999999999,189.0,high,run03
8,2026-04-05T14:52:41+00:00,1775400761.0,492.0,492,servergm,-4.4000000000000004e-08,-0.044000000000000004,0.000178,178.0,high,run03
9,2026-04-05T14:53:43+00:00,1775400823.0,554.0,554,servergm,0.0,0.0,0.00018099999999999998,180.99999999999997,high,run03
