t_s,hhmmss,remote,refid,stratum,assoc_type,when_s,poll_s,reach_raw,reach_oct,sel_char,selected,delay_ms,offset_ms,jitter_ms,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
19942.0,05:32:22,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,0,high,run11,boundary
19957.0,05:32:37,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,1,high,run11,boundary
19972.0,05:32:52,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,2,high,run11,boundary
19987.0,05:33:07,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,3,high,run11,boundary
20002.0,05:33:22,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,4,high,run11,boundary
20017.0,05:33:37,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,5,high,run11,boundary
20032.0,05:33:52,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,6,high,run11,boundary
20048.0,05:34:08,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,7,high,run11,boundary
20063.0,05:34:23,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,8,high,run11,boundary
20078.0,05:34:38,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,9,high,run11,boundary
20093.0,05:34:53,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,10,high,run11,boundary
20108.0,05:35:08,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,11,high,run11,boundary
20123.0,05:35:23,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,12,high,run11,boundary
20138.0,05:35:38,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,13,high,run11,boundary
20153.0,05:35:53,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,14,high,run11,boundary
20168.0,05:36:08,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,15,high,run11,boundary
20183.0,05:36:23,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,16,high,run11,boundary
20198.0,05:36:38,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,17,high,run11,boundary
20213.0,05:36:53,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,18,high,run11,boundary
20228.0,05:37:08,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,19,high,run11,boundary
20243.0,05:37:23,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,20,high,run11,boundary
20258.0,05:37:38,serverntp,127.127.1.0,9,u,4.0,64,1,1,,False,1.1932,0.2886,0.0,serverntp       127.127.1.0      9 u    4   64    1   1.1932   0.2886   0.0000,316.0,316,21,high,run11,boundary
20274.0,05:37:54,serverntp,127.127.1.0,9,u,19.0,64,1,1,,False,1.1932,0.2886,0.0,serverntp       127.127.1.0      9 u   19   64    1   1.1932   0.2886   0.0000,332.0,332,22,high,run11,boundary
20289.0,05:38:09,serverntp,127.127.1.0,9,u,34.0,64,1,1,,False,1.1932,0.2886,0.0,serverntp       127.127.1.0      9 u   34   64    1   1.1932   0.2886   0.0000,347.0,347,23,high,run11,boundary
20304.0,05:38:24,serverntp,127.127.1.0,9,u,49.0,64,1,1,,False,1.1932,0.2886,0.0,serverntp       127.127.1.0      9 u   49   64    1   1.1932   0.2886   0.0000,362.0,362,24,high,run11,boundary
20319.0,05:38:39,serverntp,127.127.1.0,9,u,,64,3,3,,False,1.8458,0.68,0.3913,serverntp       127.127.1.0      9 u    -   64    3   1.8458   0.6800   0.3913,377.0,377,25,high,run11,boundary
20334.0,05:38:54,serverntp,127.127.1.0,9,u,15.0,64,3,3,,False,1.8458,0.68,0.3913,serverntp       127.127.1.0      9 u   15   64    3   1.8458   0.6800   0.3913,392.0,392,26,high,run11,boundary
20349.0,05:39:09,serverntp,127.127.1.0,9,u,30.0,64,3,3,,False,1.8458,0.68,0.3913,serverntp       127.127.1.0      9 u   30   64    3   1.8458   0.6800   0.3913,407.0,407,27,high,run11,boundary
20364.0,05:39:24,serverntp,127.127.1.0,9,u,45.0,64,3,3,,False,1.8458,0.68,0.3913,serverntp       127.127.1.0      9 u   45   64    3   1.8458   0.6800   0.3913,422.0,422,28,high,run11,boundary
20379.0,05:39:39,serverntp,127.127.1.0,9,u,60.0,64,3,3,,False,1.8458,0.68,0.3913,serverntp       127.127.1.0      9 u   60   64    3   1.8458   0.6800   0.3913,437.0,437,29,high,run11,boundary
20394.0,05:39:54,serverntp,127.127.1.0,9,u,11.0,64,7,7,,False,2.9299,1.2235,0.7646,serverntp       127.127.1.0      9 u   11   64    7   2.9299   1.2235   0.7646,452.0,452,30,high,run11,boundary
20409.0,05:40:09,serverntp,127.127.1.0,9,u,26.0,64,7,7,,False,2.9299,1.2235,0.7646,serverntp       127.127.1.0      9 u   26   64    7   2.9299   1.2235   0.7646,467.0,467,31,high,run11,boundary
20424.0,05:40:24,serverntp,127.127.1.0,9,u,41.0,64,7,7,,False,2.9299,1.2235,0.7646,serverntp       127.127.1.0      9 u   41   64    7   2.9299   1.2235   0.7646,482.0,482,32,high,run11,boundary
20439.0,05:40:39,serverntp,127.127.1.0,9,u,56.0,64,7,7,,False,2.9299,1.2235,0.7646,serverntp       127.127.1.0      9 u   56   64    7   2.9299   1.2235   0.7646,497.0,497,33,high,run11,boundary
20454.0,05:40:54,serverntp,127.127.1.0,9,u,6.0,64,17,15,*,True,2.1496,0.5718,0.4149,*serverntp       127.127.1.0      9 u    6   64   17   2.1496   0.5718   0.4149,512.0,512,34,high,run11,boundary
20469.0,05:41:09,serverntp,127.127.1.0,9,u,21.0,64,17,15,*,True,2.1496,0.5718,0.4149,*serverntp       127.127.1.0      9 u   21   64   17   2.1496   0.5718   0.4149,527.0,527,35,high,run11,boundary
20484.0,05:41:24,serverntp,127.127.1.0,9,u,36.0,64,17,15,*,True,2.1496,0.5718,0.4149,*serverntp       127.127.1.0      9 u   36   64   17   2.1496   0.5718   0.4149,542.0,542,36,high,run11,boundary
20500.0,05:41:40,serverntp,127.127.1.0,9,u,51.0,64,17,15,*,True,2.1496,0.5718,0.4149,*serverntp       127.127.1.0      9 u   51   64   17   2.1496   0.5718   0.4149,558.0,558,37,high,run11,boundary
20515.0,05:41:55,serverntp,127.127.1.0,9,u,66.0,64,17,15,*,True,2.1496,0.5718,0.4149,*serverntp       127.127.1.0      9 u   66   64   17   2.1496   0.5718   0.4149,573.0,573,38,high,run11,boundary
20530.0,05:42:10,serverntp,127.127.1.0,9,u,14.0,64,37,31,*,True,1.0522,0.2627,0.5462,*serverntp       127.127.1.0      9 u   14   64   37   1.0522   0.2627   0.5462,588.0,588,39,high,run11,boundary
20545.0,05:42:25,serverntp,127.127.1.0,9,u,29.0,64,37,31,*,True,1.0522,0.2627,0.5462,*serverntp       127.127.1.0      9 u   29   64   37   1.0522   0.2627   0.5462,603.0,603,40,high,run11,boundary
20560.0,05:42:40,serverntp,127.127.1.0,9,u,44.0,64,37,31,*,True,1.0522,0.2627,0.5462,*serverntp       127.127.1.0      9 u   44   64   37   1.0522   0.2627   0.5462,618.0,618,41,high,run11,boundary
20575.0,05:42:55,serverntp,127.127.1.0,9,u,59.0,64,37,31,*,True,1.0522,0.2627,0.5462,*serverntp       127.127.1.0      9 u   59   64   37   1.0522   0.2627   0.5462,633.0,633,42,high,run11,boundary
20590.0,05:43:10,serverntp,127.127.1.0,9,u,10.0,64,77,63,*,True,1.7524,0.4829,0.3691,*serverntp       127.127.1.0      9 u   10   64   77   1.7524   0.4829   0.3691,648.0,648,43,high,run11,boundary
