sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T22:39:24+00:00,1775428764.0,0.0,0,servergm,-1.0600000000000001e-07,-0.10600000000000001,0.000193,193.0,low,run14
1,2026-04-05T22:40:26+00:00,1775428826.0,62.0,62,servergm,-4.4000000000000004e-08,-0.044000000000000004,0.000192,192.0,low,run14
2,2026-04-05T22:41:27+00:00,1775428887.0,123.0,123,servergm,-2.1e-05,-21.0,0.000106,106.0,low,run14
3,2026-04-05T22:42:29+00:00,1775428949.0,185.0,185,servergm,-9.18e-07,-0.918,0.000153,153.0,low,run14
4,2026-04-05T22:43:30+00:00,1775429010.0,246.0,246,servergm,9.000000000000001e-08,0.09000000000000001,9.499999999999999e-05,94.99999999999999,low,run14
5,2026-04-05T22:44:32+00:00,1775429072.0,308.0,308,servergm,1.9999999999999998e-05,20.0,6.1e-05,61.0,low,run14
6,2026-04-05T22:45:33+00:00,1775429133.0,369.0,369,servergm,2.7600000000000004e-07,0.276,0.00019999999999999998,199.99999999999997,low,run14
7,2026-04-05T22:46:35+00:00,1775429195.0,431.0,431,servergm,7.4e-08,0.074,0.000139,139.0,low,run14
8,2026-04-05T22:47:36+00:00,1775429256.0,492.0,492,servergm,-4e-09,-0.004,9.8e-05,98.0,low,run14
9,2026-04-05T22:48:38+00:00,1775429318.0,554.0,554,servergm,-1.7e-08,-0.017,8.499999999999999e-05,84.99999999999999,low,run14
10,2026-04-05T22:49:39+00:00,1775429379.0,615.0,615,servergm,-2.1000000000000003e-08,-0.021,8.099999999999999e-05,80.99999999999999,low,run14
11,2026-04-05T22:50:41+00:00,1775429441.0,677.0,677,servergm,2e-09,0.002,5.3e-05,53.0,low,run14
12,2026-04-05T22:51:43+00:00,1775429503.0,739.0,739,servergm,1.1000000000000001e-08,0.011000000000000001,4.8e-05,48.0,low,run14
13,2026-04-05T22:52:44+00:00,1775429564.0,800.0,800,servergm,5.6000000000000005e-08,0.05600000000000001,4.8e-05,48.0,low,run14
14,2026-04-05T22:53:46+00:00,1775429626.0,862.0,862,servergm,-2e-09,-0.002,4.2999999999999995e-05,42.99999999999999,low,run14
15,2026-04-05T22:54:47+00:00,1775429687.0,923.0,923,servergm,3.0000000000000004e-09,0.0030000000000000005,3.9e-05,39.0,low,run14
16,2026-04-05T22:55:49+00:00,1775429749.0,985.0,985,servergm,1e-09,0.001,3.7999999999999995e-05,37.99999999999999,low,run14
17,2026-04-05T22:56:50+00:00,1775429810.0,1046.0,1046,servergm,-1e-09,-0.001,3.5e-05,35.0,low,run14
18,2026-04-05T22:57:52+00:00,1775429872.0,1108.0,1108,servergm,7.000000000000001e-09,0.007000000000000001,3.6e-05,36.0,low,run14
19,2026-04-05T22:58:53+00:00,1775429933.0,1169.0,1169,servergm,-0.0,-0.0,3.4e-05,34.0,low,run14
