sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T22:39:24+00:00,1775428764.0,0.0,0,-3.5755e-05,-35.755,-1.8663e-05,-18.663,low,run14
1,2026-04-05T22:40:26+00:00,1775428826.0,62.0,62,-2.0602e-05,-20.602,-7.487e-06,-7.486999999999999,low,run14
2,2026-04-05T22:41:27+00:00,1775428887.0,123.0,123,-7.9804e-05,-79.804,-0.000142662,-142.662,low,run14
3,2026-04-05T22:42:29+00:00,1775428949.0,185.0,185,-6.7549e-05,-67.549,-8.7847e-05,-87.847,low,run14
4,2026-04-05T22:43:30+00:00,1775429010.0,246.0,246,3.6087e-05,36.087,1.7956e-05,17.956,low,run14
5,2026-04-05T22:44:32+00:00,1775429072.0,308.0,308,-3.5804e-05,-35.803999999999995,-0.000127661,-127.661,low,run14
6,2026-04-05T22:45:33+00:00,1775429133.0,369.0,369,6.6661e-05,66.661,2.1417e-05,21.416999999999998,low,run14
7,2026-04-05T22:46:35+00:00,1775429195.0,431.0,431,-6.203e-06,-6.202999999999999,9.751e-06,9.751,low,run14
8,2026-04-05T22:47:36+00:00,1775429256.0,492.0,492,-1.3304e-05,-13.304,-2.178e-05,-21.78,low,run14
9,2026-04-05T22:48:38+00:00,1775429318.0,554.0,554,-6.79e-06,-6.79,-1.1327e-05,-11.327,low,run14
10,2026-04-05T22:49:39+00:00,1775429379.0,615.0,615,-4.67e-06,-4.67,-1.004e-06,-1.004,low,run14
11,2026-04-05T22:50:41+00:00,1775429441.0,677.0,677,3.162e-06,3.162,6.94e-07,0.6940000000000001,low,run14
12,2026-04-05T22:51:43+00:00,1775429503.0,739.0,739,3.045e-06,3.045,1.313e-06,1.313,low,run14
13,2026-04-05T22:52:44+00:00,1775429564.0,800.0,800,2.693e-06,2.693,3.887e-06,3.887,low,run14
14,2026-04-05T22:53:46+00:00,1775429626.0,862.0,862,6.43e-07,0.643,1.29e-06,1.29,low,run14
15,2026-04-05T22:54:47+00:00,1775429687.0,923.0,923,4.714e-06,4.714,1.822e-06,1.822,low,run14
16,2026-04-05T22:55:49+00:00,1775429749.0,985.0,985,3.453e-06,3.453,3.573e-06,3.573,low,run14
17,2026-04-05T22:56:50+00:00,1775429810.0,1046.0,1046,-1.273e-06,-1.273,-1.277e-06,-1.277,low,run14
18,2026-04-05T22:57:52+00:00,1775429872.0,1108.0,1108,3.738e-06,3.738,3.968e-06,3.968,low,run14
19,2026-04-05T22:58:53+00:00,1775429933.0,1169.0,1169,-5.404e-06,-5.404,-9.347e-06,-9.347000000000001,low,run14
