t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
8205.422,377209,483837,-720274,0,701704.0,96899.0,ptp4l[8205.422]: rms 377209 max 483837 freq -720274 +/-   0 delay 701704 +/- 96899,0.0,0,0,low,run11,client
8207.424,422087,565664,-720274,0,425924.0,0.0,ptp4l[8207.424]: rms 422087 max 565664 freq -720274 +/-   0 delay 425924 +/-   0,2.0020000000004075,2,1,low,run11,client
8209.428,191272,254542,-720274,0,581526.0,30737.0,ptp4l[8209.428]: rms 191272 max 254542 freq -720274 +/-   0 delay 581526 +/- 30737,4.005999999999403,4,2,low,run11,client
8211.427,209037,268479,-720274,0,674696.0,0.0,ptp4l[8211.427]: rms 209037 max 268479 freq -720274 +/-   0 delay 674696 +/-   0,6.0049999999992,6,3,low,run11,client
8213.43,268903,376761,-720274,0,550789.0,0.0,ptp4l[8213.430]: rms 268903 max 376761 freq -720274 +/-   0 delay 550789 +/-   0,8.00799999999981,8,4,low,run11,client
8215.432,164638,229231,-720274,0,521014.0,0.0,ptp4l[8215.432]: rms 164638 max 229231 freq -720274 +/-   0 delay 521014 +/-   0,10.010000000000218,10,5,low,run11,client
8217.435,139780,197675,-720274,0,518641.0,10716.0,ptp4l[8217.435]: rms 139780 max 197675 freq -720274 +/-   0 delay 518641 +/- 10716,12.01299999999901,12,6,low,run11,client
8219.434,269343,369699,-720274,0,529357.0,0.0,ptp4l[8219.434]: rms 269343 max 369699 freq -720274 +/-   0 delay 529357 +/-   0,14.011999999998807,14,7,low,run11,client
8221.434,58293,72179,-688878,3645,,,ptp4l[8221.434]: rms 58293 max 72179 freq -688878 +/- 3645,16.011999999998807,16,8,low,run11,client
8223.438,178144,240584,-700945,15805,557500.0,28144.0,ptp4l[8223.438]: rms 178144 max 240584 freq -700945 +/- 15805 delay 557500 +/- 28144,18.01599999999962,18,9,low,run11,client
8225.438,264189,294690,-696047,26333,511260.0,11678.0,ptp4l[8225.438]: rms 264189 max 294690 freq -696047 +/- 26333 delay 511260 +/- 11678,20.01599999999962,20,10,low,run11,client
8227.438,138509,169046,-689191,13485,522938.0,0.0,ptp4l[8227.438]: rms 138509 max 169046 freq -689191 +/- 13485 delay 522938 +/-   0,22.01599999999962,22,11,low,run11,client
8229.44,219534,294196,-702606,19719,579225.0,0.0,ptp4l[8229.440]: rms 219534 max 294196 freq -702606 +/- 19719 delay 579225 +/-   0,24.01800000000003,24,12,low,run11,client
8231.44,200380,247320,-712406,5380,578886.0,20637.0,ptp4l[8231.440]: rms 200380 max 247320 freq -712406 +/- 5380 delay 578886 +/- 20637,26.01800000000003,26,13,low,run11,client
8233.445,397443,561109,-662918,26397,571002.0,12752.0,ptp4l[8233.445]: rms 397443 max 561109 freq -662918 +/- 26397 delay 571002 +/- 12752,28.02299999999923,28,14,low,run11,client
8235.446,192001,259322,-675397,9071,583754.0,0.0,ptp4l[8235.446]: rms 192001 max 259322 freq -675397 +/- 9071 delay 583754 +/-   0,30.023999999999432,30,15,low,run11,client
8237.446,95486,130215,-697010,8364,633396.0,17596.0,ptp4l[8237.446]: rms 95486 max 130215 freq -697010 +/- 8364 delay 633396 +/- 17596,32.02399999999943,32,16,low,run11,client
8239.447,276589,390063,-710561,21159,650993.0,0.0,ptp4l[8239.447]: rms 276589 max 390063 freq -710561 +/- 21159 delay 650993 +/-   0,34.024999999999636,34,17,low,run11,client
8241.447,157010,221968,-703737,11395,629450.0,30466.0,ptp4l[8241.447]: rms 157010 max 221968 freq -703737 +/- 11395 delay 629450 +/- 30466,36.024999999999636,36,18,low,run11,client
8243.45,138331,195629,-702879,9809,548630.0,19040.0,ptp4l[8243.450]: rms 138331 max 195629 freq -702879 +/- 9809 delay 548630 +/- 19040,38.02800000000025,38,19,low,run11,client
8245.45,155178,210151,-679214,7315,567670.0,0.0,ptp4l[8245.450]: rms 155178 max 210151 freq -679214 +/- 7315 delay 567670 +/-   0,40.02800000000025,40,20,low,run11,client
8247.45,290931,389043,-679772,26214,596623.0,0.0,ptp4l[8247.450]: rms 290931 max 389043 freq -679772 +/- 26214 delay 596623 +/-   0,42.02800000000025,42,21,low,run11,client
8249.453,213237,298552,-709969,12781,608352.0,0.0,ptp4l[8249.453]: rms 213237 max 298552 freq -709969 +/- 12781 delay 608352 +/-   0,44.03099999999904,44,22,low,run11,client
8251.455,337420,364438,-727052,3002,632352.0,24000.0,ptp4l[8251.455]: rms 337420 max 364438 freq -727052 +/- 3002 delay 632352 +/- 24000,46.03299999999945,46,23,low,run11,client
8253.454,464801,648988,-665783,37721,632352.0,24000.0,ptp4l[8253.454]: rms 464801 max 648988 freq -665783 +/- 37721 delay 632352 +/- 24000,48.03199999999924,48,24,low,run11,client
8255.457,295390,393822,-720186,12655,591132.0,8592.0,ptp4l[8255.457]: rms 295390 max 393822 freq -720186 +/- 12655 delay 591132 +/- 8592,50.034999999999854,50,25,low,run11,client
8257.457,146925,201939,-701426,12568,550670.0,12347.0,ptp4l[8257.457]: rms 146925 max 201939 freq -701426 +/- 12568 delay 550670 +/- 12347,52.034999999999854,52,26,low,run11,client
8259.458,164837,204277,-698498,15886,472226.0,22734.0,ptp4l[8259.458]: rms 164837 max 204277 freq -698498 +/- 15886 delay 472226 +/- 22734,54.03600000000006,54,27,low,run11,client
8261.46,503277,687371,-668548,43945,472402.0,22558.0,ptp4l[8261.460]: rms 503277 max 687371 freq -668548 +/- 43945 delay 472402 +/- 22558,56.03799999999865,56,28,low,run11,client
8263.463,188159,249783,-701447,17122,449845.0,0.0,ptp4l[8263.463]: rms 188159 max 249783 freq -701447 +/- 17122 delay 449845 +/-   0,58.04099999999926,58,29,low,run11,client
8265.464,214583,284085,-684595,19682,434207.0,16684.0,ptp4l[8265.464]: rms 214583 max 284085 freq -684595 +/- 19682 delay 434207 +/- 16684,60.04199999999946,60,30,low,run11,client
