sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T00:36:06+00:00,1775435766.0,0.0,0,servergm,8e-08,0.08,0.00015999999999999999,160.0,medium,run04
1,2026-04-06T00:37:07+00:00,1775435827.0,61.0,61,servergm,-5.4e-08,-0.054,0.00018099999999999998,180.99999999999997,medium,run04
2,2026-04-06T00:38:09+00:00,1775435889.0,123.0,123,servergm,-1.4999999999999999e-05,-14.999999999999998,0.000248,248.0,medium,run04
3,2026-04-06T00:39:10+00:00,1775435950.0,184.0,184,servergm,-1.5320000000000001e-06,-1.532,0.000299,299.0,medium,run04
4,2026-04-06T00:40:12+00:00,1775436012.0,246.0,246,servergm,-4e-09,-0.004,0.000197,197.0,medium,run04
5,2026-04-06T00:41:13+00:00,1775436073.0,307.0,307,servergm,-1.37e-07,-0.13699999999999998,0.000215,215.0,medium,run04
6,2026-04-06T00:42:15+00:00,1775436135.0,369.0,369,servergm,-1.6e-08,-0.016,0.00025499999999999996,254.99999999999997,medium,run04
7,2026-04-06T00:43:16+00:00,1775436196.0,430.0,430,servergm,-5.4e-08,-0.054,0.00023099999999999998,230.99999999999997,medium,run04
8,2026-04-06T00:44:18+00:00,1775436258.0,492.0,492,servergm,-4.2000000000000006e-08,-0.042,0.000174,174.0,medium,run04
9,2026-04-06T00:45:19+00:00,1775436319.0,553.0,553,servergm,-2.013e-06,-2.013,0.000285,285.0,medium,run04
10,2026-04-06T00:46:21+00:00,1775436381.0,615.0,615,servergm,3.0000000000000004e-09,0.0030000000000000005,0.00019999999999999998,199.99999999999997,medium,run04
11,2026-04-06T00:47:22+00:00,1775436442.0,676.0,676,servergm,-6.000000000000001e-09,-0.006000000000000001,0.000176,176.0,medium,run04
12,2026-04-06T00:48:24+00:00,1775436504.0,738.0,738,servergm,-3.6000000000000005e-08,-0.036000000000000004,0.000192,192.0,medium,run04
13,2026-04-06T00:49:25+00:00,1775436565.0,799.0,799,servergm,2e-08,0.02,0.00019899999999999999,198.99999999999997,medium,run04
14,2026-04-06T00:50:27+00:00,1775436627.0,861.0,861,servergm,-5.8e-08,-0.058,0.000197,197.0,medium,run04
15,2026-04-06T00:51:28+00:00,1775436688.0,922.0,922,servergm,-1.2500000000000002e-07,-0.12500000000000003,0.00017199999999999998,171.99999999999997,medium,run04
16,2026-04-06T00:52:30+00:00,1775436750.0,984.0,984,servergm,-6.2e-05,-62.0,0.000257,257.0,medium,run04
17,2026-04-06T00:53:32+00:00,1775436812.0,1046.0,1046,servergm,-9.7e-07,-0.9700000000000001,0.00011899999999999999,118.99999999999999,medium,run04
18,2026-04-06T00:54:33+00:00,1775436873.0,1107.0,1107,servergm,-2e-09,-0.002,0.000116,116.0,medium,run04
19,2026-04-06T00:55:35+00:00,1775436935.0,1169.0,1169,servergm,2.175e-06,2.175,9.2e-05,92.0,medium,run04
