sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T00:36:06+00:00,1775435766.0,0.0,0,1.03e-06,1.03,1.9106e-05,19.105999999999998,medium,run04
1,2026-04-06T00:37:07+00:00,1775435827.0,61.0,61,-2.0315e-05,-20.315,-1.0079e-05,-10.078999999999999,medium,run04
2,2026-04-06T00:38:09+00:00,1775435889.0,123.0,123,1.07e-07,0.10700000000000001,-0.000157511,-157.511,medium,run04
3,2026-04-06T00:39:10+00:00,1775435950.0,184.0,184,-6.5941e-05,-65.941,-8.2433e-05,-82.433,medium,run04
4,2026-04-06T00:40:12+00:00,1775436012.0,246.0,246,-2.3714e-05,-23.714,-4.0962e-05,-40.961999999999996,medium,run04
5,2026-04-06T00:41:13+00:00,1775436073.0,307.0,307,-5.8819e-05,-58.819,-3.9281e-05,-39.281,medium,run04
6,2026-04-06T00:42:15+00:00,1775436135.0,369.0,369,-2.7155e-05,-27.155,1.116e-06,1.1159999999999999,medium,run04
7,2026-04-06T00:43:16+00:00,1775436196.0,430.0,430,-2.0625e-05,-20.625,-8.942e-06,-8.942,medium,run04
8,2026-04-06T00:44:18+00:00,1775436258.0,492.0,492,-1.5232e-05,-15.232,-4.742e-06,-4.742,medium,run04
9,2026-04-06T00:45:19+00:00,1775436319.0,553.0,553,-8.5744e-05,-85.744,-9.7603e-05,-97.603,medium,run04
10,2026-04-06T00:46:21+00:00,1775436381.0,615.0,615,-1.3037e-05,-13.037,1.9121e-05,19.121,medium,run04
11,2026-04-06T00:47:22+00:00,1775436442.0,676.0,676,-1.9061e-05,-19.061,-2.32e-06,-2.32,medium,run04
12,2026-04-06T00:48:24+00:00,1775436504.0,738.0,738,-2.593e-05,-25.93,-1.1594e-05,-11.594,medium,run04
13,2026-04-06T00:49:25+00:00,1775436565.0,799.0,799,-1.2966e-05,-12.966,3.485e-06,3.485,medium,run04
14,2026-04-06T00:50:27+00:00,1775436627.0,861.0,861,-2.685e-05,-26.849999999999998,-4.153e-06,-4.153,medium,run04
15,2026-04-06T00:51:28+00:00,1775436688.0,922.0,922,-2.0431e-05,-20.431,-1.1937e-05,-11.937,medium,run04
16,2026-04-06T00:52:30+00:00,1775436750.0,984.0,984,6.46e-07,0.646,-0.000422502,-422.502,medium,run04
17,2026-04-06T00:53:32+00:00,1775436812.0,1046.0,1046,-5.4701e-05,-54.70099999999999,6.898e-06,6.898,medium,run04
18,2026-04-06T00:54:33+00:00,1775436873.0,1107.0,1107,1.0976e-05,10.975999999999999,-8.136e-06,-8.136,medium,run04
19,2026-04-06T00:55:35+00:00,1775436935.0,1169.0,1169,-6.597e-06,-6.5969999999999995,-4.8726e-05,-48.726,medium,run04
