sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T10:27:01+00:00,1775471221.0,0.0,0,servergm,-9.69e-07,-0.969,5.1e-05,51.0,high,run14
1,2026-04-06T10:28:08+00:00,1775471288.0,67.0,67,servergm,-1.3580000000000002e-06,-1.358,4.4e-05,44.0,high,run14
2,2026-04-06T10:29:16+00:00,1775471356.0,135.0,135,servergm,-1.4e-05,-14.0,2.4999999999999998e-05,24.999999999999996,high,run14
3,2026-04-06T10:30:23+00:00,1775471423.0,202.0,202,servergm,-9.71e-07,-0.9710000000000001,1.9999999999999998e-05,20.0,high,run14
4,2026-04-06T10:31:28+00:00,1775471488.0,267.0,267,servergm,-3.77e-07,-0.377,2.1e-05,21.0,high,run14
5,2026-04-06T10:32:34+00:00,1775471554.0,333.0,333,servergm,-5.7290000000000005e-06,-5.729000000000001,1.2e-05,12.0,high,run14
6,2026-04-06T10:33:40+00:00,1775471620.0,399.0,399,servergm,-1.0250000000000001e-06,-1.0250000000000001,1.4e-05,14.0,high,run14
7,2026-04-06T10:34:42+00:00,1775471682.0,461.0,461,servergm,-9.05e-07,-0.905,1.8e-05,18.0,high,run14
8,2026-04-06T10:35:44+00:00,1775471744.0,523.0,523,servergm,-1.441e-06,-1.441,1.3e-05,13.0,high,run14
9,2026-04-06T10:36:48+00:00,1775471808.0,587.0,587,servergm,-7.480000000000001e-07,-0.7480000000000001,1.9999999999999998e-05,20.0,high,run14
10,2026-04-06T10:37:54+00:00,1775471874.0,653.0,653,servergm,-2.008e-06,-2.008,1.9999999999999998e-05,20.0,high,run14
11,2026-04-06T10:38:59+00:00,1775471939.0,718.0,718,servergm,-1.6e-05,-16.0,1.6e-05,16.0,high,run14
12,2026-04-06T10:40:01+00:00,1775472001.0,780.0,780,servergm,-1.052e-06,-1.052,1.4999999999999999e-05,14.999999999999998,high,run14
13,2026-04-06T10:41:05+00:00,1775472065.0,844.0,844,servergm,-1.286e-06,-1.286,1.9999999999999998e-05,20.0,high,run14
14,2026-04-06T10:42:06+00:00,1775472126.0,905.0,905,servergm,-4.06e-07,-0.406,1.9999999999999998e-05,20.0,high,run14
15,2026-04-06T10:43:10+00:00,1775472190.0,969.0,969,servergm,-7.000000000000001e-09,-0.007000000000000001,1.4999999999999999e-05,14.999999999999998,high,run14
16,2026-04-06T10:44:18+00:00,1775472258.0,1037.0,1037,servergm,-8.01e-07,-0.801,1.9999999999999998e-05,20.0,high,run14
17,2026-04-06T10:45:26+00:00,1775472326.0,1105.0,1105,servergm,-3.8800000000000003e-07,-0.388,1.2e-05,12.0,high,run14
18,2026-04-06T10:46:34+00:00,1775472394.0,1173.0,1173,servergm,-1.3e-05,-13.0,1.3e-05,13.0,high,run14
19,2026-04-06T10:47:39+00:00,1775472459.0,1238.0,1238,servergm,-6.1280000000000005e-06,-6.128,1.4999999999999999e-05,14.999999999999998,high,run14
