sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T18:45:51+00:00,1775414751.0,0.0,0,-2.1627e-05,-21.627000000000002,-6.216e-06,-6.216,low,run04
1,2026-04-05T18:46:52+00:00,1775414812.0,61.0,61,-1.5286e-05,-15.286,-4.657e-06,-4.657,low,run04
2,2026-04-05T18:47:54+00:00,1775414874.0,123.0,123,-2.9817e-05,-29.817,-1.311e-06,-1.311,low,run04
3,2026-04-05T18:48:56+00:00,1775414936.0,185.0,185,-9.2033e-05,-92.033,-6.1152e-05,-61.152,low,run04
4,2026-04-05T18:49:57+00:00,1775414997.0,246.0,246,-6.632e-05,-66.32000000000001,-5.2382e-05,-52.382,low,run04
5,2026-04-05T18:50:59+00:00,1775415059.0,308.0,308,-1.2114e-05,-12.113999999999999,-3.584e-06,-3.584,low,run04
6,2026-04-05T18:52:00+00:00,1775415120.0,369.0,369,-1.6038e-05,-16.038,-1.651e-06,-1.651,low,run04
7,2026-04-05T18:53:02+00:00,1775415182.0,431.0,431,-1.2308e-05,-12.308,-5.087e-06,-5.087,low,run04
8,2026-04-05T18:54:03+00:00,1775415243.0,492.0,492,-1.7966e-05,-17.966,-1.5055e-05,-15.055000000000001,low,run04
9,2026-04-05T18:55:05+00:00,1775415305.0,554.0,554,-7.286e-06,-7.2860000000000005,1.1107e-05,11.107000000000001,low,run04
10,2026-04-05T18:56:06+00:00,1775415366.0,615.0,615,-1.6472e-05,-16.472,-3.504e-06,-3.504,low,run04
11,2026-04-05T18:57:08+00:00,1775415428.0,677.0,677,-0.000105294,-105.294,-0.000146774,-146.774,low,run04
12,2026-04-05T18:58:09+00:00,1775415489.0,738.0,738,-6.5998e-05,-65.998,-8.593e-05,-85.92999999999999,low,run04
13,2026-04-05T18:59:11+00:00,1775415551.0,800.0,800,-1.1904e-05,-11.904,-3.57e-07,-0.357,low,run04
14,2026-04-05T19:00:12+00:00,1775415612.0,861.0,861,-2.2666e-05,-22.666,-1.4618e-05,-14.618,low,run04
15,2026-04-05T19:01:14+00:00,1775415674.0,923.0,923,-1.142e-05,-11.42,-7.761e-06,-7.761000000000001,low,run04
16,2026-04-05T19:02:15+00:00,1775415735.0,984.0,984,-2.682e-06,-2.682,5.985e-06,5.985,low,run04
17,2026-04-05T19:03:17+00:00,1775415797.0,1046.0,1046,-0.000196067,-196.06699999999998,-0.000262351,-262.351,low,run04
18,2026-04-05T19:04:18+00:00,1775415858.0,1107.0,1107,-2.6557e-05,-26.557,-4.686e-05,-46.86,low,run04
19,2026-04-05T19:05:20+00:00,1775415920.0,1169.0,1169,-1.2415e-05,-12.415000000000001,-1.441e-06,-1.441,low,run04
