sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T19:55:53+00:00,1775418953.0,0.0,0,servergm,-3.42e-07,-0.342,0.00014,140.0,low,run07
1,2026-04-05T19:56:55+00:00,1775419015.0,62.0,62,servergm,-9.87e-07,-0.987,0.00011899999999999999,118.99999999999999,low,run07
2,2026-04-05T19:57:56+00:00,1775419076.0,123.0,123,servergm,-8.53e-07,-0.853,0.00011999999999999999,119.99999999999999,low,run07
3,2026-04-05T19:58:58+00:00,1775419138.0,185.0,185,servergm,-1.1200000000000001e-07,-0.11200000000000002,0.000169,169.0,low,run07
4,2026-04-05T19:59:59+00:00,1775419199.0,246.0,246,servergm,-1e-09,-0.001,4.8e-05,48.0,low,run07
5,2026-04-05T20:01:01+00:00,1775419261.0,308.0,308,servergm,-1.9e-08,-0.019000000000000003,3.4e-05,34.0,low,run07
6,2026-04-05T20:02:02+00:00,1775419322.0,369.0,369,servergm,-2.4000000000000003e-08,-0.024000000000000004,3.5e-05,35.0,low,run07
7,2026-04-05T20:03:04+00:00,1775419384.0,431.0,431,servergm,-3.7200000000000005e-07,-0.37200000000000005,1.8999999999999998e-05,18.999999999999996,low,run07
8,2026-04-05T20:04:05+00:00,1775419445.0,492.0,492,servergm,-8.800000000000001e-08,-0.08800000000000001,1.8999999999999998e-05,18.999999999999996,low,run07
9,2026-04-05T20:05:07+00:00,1775419507.0,554.0,554,servergm,-1.266e-06,-1.266,3.2e-05,32.0,low,run07
10,2026-04-05T20:06:08+00:00,1775419568.0,615.0,615,servergm,-6.900000000000001e-08,-0.069,8.3e-05,83.0,low,run07
11,2026-04-05T20:07:10+00:00,1775419630.0,677.0,677,servergm,-8e-09,-0.008,5.6999999999999996e-05,56.99999999999999,low,run07
12,2026-04-05T20:08:11+00:00,1775419691.0,738.0,738,servergm,-1.58e-07,-0.158,6.4e-05,64.0,low,run07
13,2026-04-05T20:09:13+00:00,1775419753.0,800.0,800,servergm,-2.82e-07,-0.28200000000000003,7.9e-05,79.0,low,run07
14,2026-04-05T20:10:14+00:00,1775419814.0,861.0,861,servergm,-4.6520000000000005e-06,-4.652,5.2e-05,52.0,low,run07
15,2026-04-05T20:11:16+00:00,1775419876.0,923.0,923,servergm,-1.427e-06,-1.427,2.9999999999999997e-05,29.999999999999996,low,run07
16,2026-04-05T20:12:17+00:00,1775419937.0,984.0,984,servergm,-6.000000000000001e-09,-0.006000000000000001,2.4999999999999998e-05,24.999999999999996,low,run07
17,2026-04-05T20:13:19+00:00,1775419999.0,1046.0,1046,servergm,-9.400000000000001e-08,-0.09400000000000001,2.9999999999999997e-05,29.999999999999996,low,run07
18,2026-04-05T20:14:20+00:00,1775420060.0,1107.0,1107,servergm,-9.739000000000001e-06,-9.739,2.4e-05,24.0,low,run07
19,2026-04-05T20:15:22+00:00,1775420122.0,1169.0,1169,servergm,-1.512e-06,-1.512,2.6e-05,26.0,low,run07
