sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T19:55:53+00:00,1775418953.0,0.0,0,-4.6097e-05,-46.097,-1.2789e-05,-12.789000000000001,low,run07
1,2026-04-05T19:56:55+00:00,1775419015.0,62.0,62,-1.1058e-05,-11.058,-7.2117e-05,-72.117,low,run07
2,2026-04-05T19:57:56+00:00,1775419076.0,123.0,123,-3.4542e-05,-34.542,-1.6241e-05,-16.241,low,run07
3,2026-04-05T19:58:58+00:00,1775419138.0,185.0,185,-1.8775e-05,-18.775,-4.259e-06,-4.259,low,run07
4,2026-04-05T19:59:59+00:00,1775419199.0,246.0,246,1.1e-08,0.011,-1.0745e-05,-10.745,low,run07
5,2026-04-05T20:01:01+00:00,1775419261.0,308.0,308,-4.366e-06,-4.3660000000000005,3.08e-06,3.08,low,run07
6,2026-04-05T20:02:02+00:00,1775419322.0,369.0,369,-8.283e-06,-8.283,-8.325e-06,-8.325000000000001,low,run07
7,2026-04-05T20:03:04+00:00,1775419384.0,431.0,431,-2.7443e-05,-27.443,-3.788e-05,-37.88,low,run07
8,2026-04-05T20:04:05+00:00,1775419445.0,492.0,492,-3.4309e-05,-34.309,-4.352e-05,-43.519999999999996,low,run07
9,2026-04-05T20:05:07+00:00,1775419507.0,554.0,554,-2.2145e-05,-22.145,-3.7186e-05,-37.186,low,run07
10,2026-04-05T20:06:08+00:00,1775419568.0,615.0,615,-1.1661e-05,-11.661000000000001,1.36e-07,0.136,low,run07
11,2026-04-05T20:07:10+00:00,1775419630.0,677.0,677,-5.675e-06,-5.675,-1.64e-07,-0.164,low,run07
12,2026-04-05T20:08:11+00:00,1775419691.0,738.0,738,-5.034e-06,-5.034000000000001,-5.688e-06,-5.688,low,run07
13,2026-04-05T20:09:13+00:00,1775419753.0,800.0,800,-2.0951e-05,-20.951,-2.2185e-05,-22.185,low,run07
14,2026-04-05T20:10:14+00:00,1775419814.0,861.0,861,-5.9992e-05,-59.992,-6.3593e-05,-63.592999999999996,low,run07
15,2026-04-05T20:11:16+00:00,1775419876.0,923.0,923,3e-09,0.003,-1.8527e-05,-18.527,low,run07
16,2026-04-05T20:12:17+00:00,1775419937.0,984.0,984,-4.0098e-05,-40.098,-5.9531e-05,-59.531000000000006,low,run07
17,2026-04-05T20:13:19+00:00,1775419999.0,1046.0,1046,2.4e-08,0.024,-5.5597e-05,-55.597,low,run07
18,2026-04-05T20:14:20+00:00,1775420060.0,1107.0,1107,9.6e-08,0.096,-2.4859e-05,-24.859,low,run07
19,2026-04-05T20:15:22+00:00,1775420122.0,1169.0,1169,-1.4491e-05,-14.491000000000001,-2.3902e-05,-23.901999999999997,low,run07
