sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T09:16:00+00:00,1775380560.0,0.0,0,servergm,-1.3e-05,-13.0,4.2999999999999995e-05,42.99999999999999,low,run08
1,2026-04-05T09:17:01+00:00,1775380621.0,61.0,61,servergm,-2.2e-05,-22.0,4.2999999999999995e-05,42.99999999999999,low,run08
2,2026-04-05T09:18:03+00:00,1775380683.0,123.0,123,servergm,-3.1e-05,-31.0,4.2999999999999995e-05,42.99999999999999,low,run08
3,2026-04-05T09:19:04+00:00,1775380744.0,184.0,184,servergm,6.51e-07,0.651,9.4e-05,94.0,low,run08
4,2026-04-05T09:20:06+00:00,1775380806.0,246.0,246,servergm,-7.762000000000001e-06,-7.762000000000001,0.000127,127.0,low,run08
5,2026-04-05T09:21:07+00:00,1775380867.0,307.0,307,servergm,-1.8e-05,-18.0,0.000127,127.0,low,run08
6,2026-04-05T09:22:09+00:00,1775380929.0,369.0,369,servergm,-2.9e-05,-29.0,0.000127,127.0,low,run08
7,2026-04-05T09:23:11+00:00,1775380991.0,431.0,431,servergm,-1.106e-06,-1.106,0.000125,125.0,low,run08
8,2026-04-05T09:24:12+00:00,1775381052.0,492.0,492,servergm,-2.4110000000000003e-06,-2.4110000000000005,0.000125,125.0,low,run08
9,2026-04-05T09:25:14+00:00,1775381114.0,554.0,554,servergm,-3.7150000000000004e-06,-3.7150000000000003,0.000125,125.0,low,run08
