sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T09:16:00+00:00,1775380560.0,0.0,0,6e-09,0.006,-5.289e-05,-52.88999999999999,low,run08
1,2026-04-05T09:17:01+00:00,1775380621.0,61.0,61,7e-09,0.007,-5.289e-05,-52.88999999999999,low,run08
2,2026-04-05T09:18:03+00:00,1775380683.0,123.0,123,8e-09,0.008,-5.289e-05,-52.88999999999999,low,run08
3,2026-04-05T09:19:04+00:00,1775380744.0,184.0,184,9e-09,0.009,-5.289e-05,-52.88999999999999,low,run08
4,2026-04-05T09:20:06+00:00,1775380806.0,246.0,246,5.3e-08,0.053,-0.001280615,-1280.615,low,run08
5,2026-04-05T09:21:07+00:00,1775380867.0,307.0,307,5.4e-08,0.054,-0.001280615,-1280.615,low,run08
6,2026-04-05T09:22:09+00:00,1775380929.0,369.0,369,5.4e-08,0.054,-0.001280615,-1280.615,low,run08
7,2026-04-05T09:23:11+00:00,1775380991.0,431.0,431,-0.000134772,-134.772,-0.000152634,-152.634,low,run08
8,2026-04-05T09:24:12+00:00,1775381052.0,492.0,492,-0.000113475,-113.475,-0.000152634,-152.634,low,run08
9,2026-04-05T09:25:14+00:00,1775381114.0,554.0,554,-9.2176e-05,-92.176,-0.000152634,-152.634,low,run08
