sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T11:01:16+00:00,1775386876.0,0.0,0,2.6e-08,0.026000000000000002,-3.4899e-05,-34.899,medium,run01
1,2026-04-05T11:02:17+00:00,1775386937.0,61.0,61,-0.000162191,-162.191,-0.000162698,-162.69799999999998,medium,run01
2,2026-04-05T11:03:19+00:00,1775386999.0,123.0,123,-0.000127866,-127.866,-0.000162698,-162.69799999999998,medium,run01
3,2026-04-05T11:04:20+00:00,1775387060.0,184.0,184,-7.4843e-05,-74.843,-7.359e-05,-73.59,medium,run01
4,2026-04-05T11:05:22+00:00,1775387122.0,246.0,246,-0.000131137,-131.137,-0.000157364,-157.364,medium,run01
5,2026-04-05T11:06:23+00:00,1775387183.0,307.0,307,-4.2011e-05,-42.011,-9.6496e-05,-96.49600000000001,medium,run01
6,2026-04-05T11:07:25+00:00,1775387245.0,369.0,369,-7.011e-05,-70.11,-7.924e-05,-79.24,medium,run01
7,2026-04-05T11:08:26+00:00,1775387306.0,430.0,430,-4.6697e-05,-46.696999999999996,-7.924e-05,-79.24,medium,run01
8,2026-04-05T11:09:28+00:00,1775387368.0,492.0,492,-2.3281e-05,-23.281,-7.924e-05,-79.24,medium,run01
9,2026-04-05T11:10:29+00:00,1775387429.0,553.0,553,-8.3394e-05,-83.39399999999999,-1.693e-06,-1.6929999999999998,medium,run01
