sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T00:12:44+00:00,1775434364.0,0.0,0,7.8e-08,0.078,-1.6635e-05,-16.634999999999998,medium,run03
1,2026-04-06T00:13:46+00:00,1775434426.0,62.0,62,-3.37e-06,-3.37,-1.0892e-05,-10.892,medium,run03
2,2026-04-06T00:14:47+00:00,1775434487.0,123.0,123,-9.437e-06,-9.437,-1.0148e-05,-10.148,medium,run03
3,2026-04-06T00:15:49+00:00,1775434549.0,185.0,185,-9.363e-06,-9.363,-1.0648e-05,-10.648,medium,run03
4,2026-04-06T00:16:50+00:00,1775434610.0,246.0,246,-4.63e-06,-4.63,-5.421e-06,-5.421,medium,run03
5,2026-04-06T00:17:52+00:00,1775434672.0,308.0,308,3.491e-06,3.491,6.599e-06,6.599,medium,run03
6,2026-04-06T00:18:53+00:00,1775434733.0,369.0,369,-4.548e-06,-4.548,-2.793e-06,-2.793,medium,run03
7,2026-04-06T00:19:55+00:00,1775434795.0,431.0,431,4.42e-07,0.442,1.94e-07,0.19399999999999998,medium,run03
8,2026-04-06T00:20:56+00:00,1775434856.0,492.0,492,-7.8e-07,-0.78,-3.55e-07,-0.355,medium,run03
9,2026-04-06T00:21:58+00:00,1775434918.0,554.0,554,-2.09e-07,-0.20900000000000002,-1.457e-06,-1.457,medium,run03
10,2026-04-06T00:22:59+00:00,1775434979.0,615.0,615,3e-09,0.003,-3.448e-06,-3.448,medium,run03
11,2026-04-06T00:24:01+00:00,1775435041.0,677.0,677,1.566e-06,1.5659999999999998,1.281e-06,1.2810000000000001,medium,run03
12,2026-04-06T00:25:02+00:00,1775435102.0,738.0,738,2.6e-08,0.026000000000000002,-4.2776e-05,-42.775999999999996,medium,run03
13,2026-04-06T00:26:04+00:00,1775435164.0,800.0,800,-2.5559e-05,-25.559,3.007e-06,3.007,medium,run03
14,2026-04-06T00:27:05+00:00,1775435225.0,861.0,861,1.6e-08,0.016,-3.0789e-05,-30.788999999999998,medium,run03
15,2026-04-06T00:28:07+00:00,1775435287.0,923.0,923,-6.431e-06,-6.431,-4.822e-06,-4.822,medium,run03
16,2026-04-06T00:29:09+00:00,1775435349.0,985.0,985,-7.322e-06,-7.322,-4.989e-06,-4.989,medium,run03
17,2026-04-06T00:30:10+00:00,1775435410.0,1046.0,1046,-1.484e-06,-1.484,2.314e-06,2.314,medium,run03
18,2026-04-06T00:31:12+00:00,1775435472.0,1108.0,1108,-4.249e-06,-4.2490000000000006,7.03e-07,0.703,medium,run03
19,2026-04-06T00:32:13+00:00,1775435533.0,1169.0,1169,-3.716e-06,-3.716,-2.313e-06,-2.313,medium,run03
