sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T00:12:44+00:00,1775434364.0,0.0,0,servergm,-9.340000000000001e-07,-0.934,3.1e-05,31.0,medium,run03
1,2026-04-06T00:13:46+00:00,1775434426.0,62.0,62,servergm,-3.08e-07,-0.308,3.7e-05,37.0,medium,run03
2,2026-04-06T00:14:47+00:00,1775434487.0,123.0,123,servergm,-2.4000000000000003e-08,-0.024000000000000004,4.1e-05,41.0,medium,run03
3,2026-04-06T00:15:49+00:00,1775434549.0,185.0,185,servergm,-3.7e-08,-0.037,4.2e-05,42.0,medium,run03
4,2026-04-06T00:16:50+00:00,1775434610.0,246.0,246,servergm,-3.9000000000000005e-08,-0.03900000000000001,5.2e-05,52.0,medium,run03
5,2026-04-06T00:17:52+00:00,1775434672.0,308.0,308,servergm,1e-09,0.001,5.1e-05,51.0,medium,run03
6,2026-04-06T00:18:53+00:00,1775434733.0,369.0,369,servergm,-1e-09,-0.001,4.7e-05,47.0,medium,run03
7,2026-04-06T00:19:55+00:00,1775434795.0,431.0,431,servergm,2e-09,0.002,4.7e-05,47.0,medium,run03
8,2026-04-06T00:20:56+00:00,1775434856.0,492.0,492,servergm,-1e-09,-0.001,4.7e-05,47.0,medium,run03
9,2026-04-06T00:21:58+00:00,1775434918.0,554.0,554,servergm,-3.3000000000000004e-08,-0.033,4.9e-05,49.0,medium,run03
10,2026-04-06T00:22:59+00:00,1775434979.0,615.0,615,servergm,-5.0000000000000004e-08,-0.05,4.8e-05,48.0,medium,run03
11,2026-04-06T00:24:01+00:00,1775435041.0,677.0,677,servergm,2e-09,0.002,4.6e-05,46.0,medium,run03
12,2026-04-06T00:25:02+00:00,1775435102.0,738.0,738,servergm,8.030000000000001e-07,0.803,4.2e-05,42.0,medium,run03
13,2026-04-06T00:26:04+00:00,1775435164.0,800.0,800,servergm,-1.1000000000000001e-08,-0.011000000000000001,6.1e-05,61.0,medium,run03
14,2026-04-06T00:27:05+00:00,1775435225.0,861.0,861,servergm,-3.6700000000000004e-07,-0.36700000000000005,6.2e-05,62.0,medium,run03
15,2026-04-06T00:28:07+00:00,1775435287.0,923.0,923,servergm,-1.6e-08,-0.016,6.5e-05,65.0,medium,run03
16,2026-04-06T00:29:09+00:00,1775435349.0,985.0,985,servergm,-1.8000000000000002e-08,-0.018000000000000002,5.9999999999999995e-05,59.99999999999999,medium,run03
17,2026-04-06T00:30:10+00:00,1775435410.0,1046.0,1046,servergm,1.7e-08,0.017,6.2e-05,62.0,medium,run03
18,2026-04-06T00:31:12+00:00,1775435472.0,1108.0,1108,servergm,-1e-09,-0.001,6.1e-05,61.0,medium,run03
19,2026-04-06T00:32:13+00:00,1775435533.0,1169.0,1169,servergm,-9.000000000000001e-09,-0.009000000000000001,5.1e-05,51.0,medium,run03
