t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
10659.58,-2242583,0,68200000,2416666,ptp4l[10659.580]: master offset   -2242583 s0 freq +68200000 path delay   2416666,0.0,0,0,medium,run04,boundary
10660.58,-1972166,0,68200000,2416666,ptp4l[10660.580]: master offset   -1972166 s0 freq +68200000 path delay   2416666,1.0,1,1,medium,run04,boundary
10661.58,-2031707,0,68200000,2416666,ptp4l[10661.580]: master offset   -2031707 s0 freq +68200000 path delay   2416666,2.0,2,2,medium,run04,boundary
10662.582,-2003624,0,68200000,2416666,ptp4l[10662.582]: master offset   -2003624 s0 freq +68200000 path delay   2416666,3.0020000000004075,3,3,medium,run04,boundary
10663.583,-1821239,0,68200000,2405614,ptp4l[10663.583]: master offset   -1821239 s0 freq +68200000 path delay   2405614,4.003000000000611,4,4,medium,run04,boundary
10664.585,20595,0,68200000,2405614,ptp4l[10664.585]: master offset      20595 s0 freq +68200000 path delay   2405614,5.0049999999992,5,5,medium,run04,boundary
10665.583,-2105354,0,68200000,2394562,ptp4l[10665.583]: master offset   -2105354 s0 freq +68200000 path delay   2394562,6.003000000000611,6,6,medium,run04,boundary
10666.583,-1562291,0,68200000,2029291,ptp4l[10666.583]: master offset   -1562291 s0 freq +68200000 path delay   2029291,7.003000000000611,7,7,medium,run04,boundary
10667.586,-1062833,0,68200000,2029291,ptp4l[10667.586]: master offset   -1062833 s0 freq +68200000 path delay   2029291,8.005999999999403,8,8,medium,run04,boundary
10668.586,245937,0,68200000,1664021,ptp4l[10668.586]: master offset     245937 s0 freq +68200000 path delay   1664021,9.005999999999403,9,9,medium,run04,boundary
10669.587,-358063,0,68200000,1375104,ptp4l[10669.587]: master offset    -358063 s0 freq +68200000 path delay   1375104,10.006999999999607,10,10,medium,run04,boundary
10670.586,-946874,0,68200000,1105541,ptp4l[10670.586]: master offset    -946874 s0 freq +68200000 path delay   1105541,11.005999999999403,11,11,medium,run04,boundary
