sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T04:53:47+00:00,1775451227.0,0.0,0,-2.5026e-05,-25.026,-8.42e-06,-8.42,medium,run15
1,2026-04-06T04:54:52+00:00,1775451292.0,65.0,65,-2.8218e-05,-28.218,-1.3622e-05,-13.622,medium,run15
2,2026-04-06T04:55:58+00:00,1775451358.0,131.0,131,1.97e-07,0.197,-0.000207958,-207.958,medium,run15
3,2026-04-06T04:57:03+00:00,1775451423.0,196.0,196,-3.8611e-05,-38.611,-1.4616e-05,-14.616,medium,run15
4,2026-04-06T04:58:08+00:00,1775451488.0,261.0,261,-5.8726e-05,-58.726,-0.000194678,-194.678,medium,run15
5,2026-04-06T04:59:13+00:00,1775451553.0,326.0,326,-2.9775e-05,-29.775,-2.5025e-05,-25.025,medium,run15
6,2026-04-06T05:00:18+00:00,1775451618.0,391.0,391,-2.5816e-05,-25.816000000000003,-1.6415e-05,-16.415000000000003,medium,run15
7,2026-04-06T05:01:23+00:00,1775451683.0,456.0,456,-2.6525e-05,-26.525000000000002,-1.7873e-05,-17.873,medium,run15
8,2026-04-06T05:02:28+00:00,1775451748.0,521.0,521,-2.8139e-05,-28.139,-1.5037e-05,-15.037,medium,run15
9,2026-04-06T05:03:32+00:00,1775451812.0,585.0,585,3.3492e-05,33.492,8.1874e-05,81.874,medium,run15
10,2026-04-06T05:04:41+00:00,1775451881.0,654.0,654,1.54e-07,0.154,-0.000119358,-119.358,medium,run15
11,2026-04-06T05:05:46+00:00,1775451946.0,719.0,719,-3.0624e-05,-30.623999999999995,-2.5009e-05,-25.009,medium,run15
12,2026-04-06T05:06:52+00:00,1775452012.0,785.0,785,-0.000112337,-112.337,-0.000198694,-198.694,medium,run15
13,2026-04-06T05:07:57+00:00,1775452077.0,850.0,850,1.1741e-05,11.741,-1.3933e-05,-13.933,medium,run15
14,2026-04-06T05:09:01+00:00,1775452141.0,914.0,914,3.958e-06,3.958,-7.711e-06,-7.710999999999999,medium,run15
15,2026-04-06T05:10:06+00:00,1775452206.0,979.0,979,2.382e-06,2.3819999999999997,1.4668e-05,14.668,medium,run15
16,2026-04-06T05:11:11+00:00,1775452271.0,1044.0,1044,1.817e-05,18.17,1.2758e-05,12.758000000000001,medium,run15
17,2026-04-06T05:12:16+00:00,1775452336.0,1109.0,1109,6.921e-06,6.921,6.62e-06,6.62,medium,run15
18,2026-04-06T05:13:21+00:00,1775452401.0,1174.0,1174,2.7855e-05,27.855,1.7472e-05,17.472,medium,run15
19,2026-04-06T05:14:25+00:00,1775452465.0,1238.0,1238,1.8207e-05,18.207,5.504e-06,5.5040000000000004,medium,run15
