sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T04:53:47+00:00,1775451227.0,0.0,0,servergm,-2.2000000000000002e-08,-0.022000000000000002,0.000125,125.0,medium,run15
1,2026-04-06T04:54:52+00:00,1775451292.0,65.0,65,servergm,-3.8e-08,-0.038000000000000006,0.00014,140.0,medium,run15
2,2026-04-06T04:55:58+00:00,1775451358.0,131.0,131,servergm,-1.1e-05,-11.0,7.7e-05,77.0,medium,run15
3,2026-04-06T04:57:03+00:00,1775451423.0,196.0,196,servergm,-3.2100000000000003e-07,-0.321,0.000157,157.0,medium,run15
4,2026-04-06T04:58:08+00:00,1775451488.0,261.0,261,servergm,-1.8e-05,-18.0,0.000154,154.0,medium,run15
5,2026-04-06T04:59:13+00:00,1775451553.0,326.0,326,servergm,-3.0000000000000004e-09,-0.0030000000000000005,0.000113,113.0,medium,run15
6,2026-04-06T05:00:18+00:00,1775451618.0,391.0,391,servergm,-4e-09,-0.004,0.00013099999999999999,131.0,medium,run15
7,2026-04-06T05:01:23+00:00,1775451683.0,456.0,456,servergm,-5.5e-08,-0.055,0.000176,176.0,medium,run15
8,2026-04-06T05:02:28+00:00,1775451748.0,521.0,521,servergm,-9.100000000000001e-08,-0.09100000000000001,0.000163,163.0,medium,run15
9,2026-04-06T05:03:32+00:00,1775451812.0,585.0,585,servergm,3.82e-06,3.82,0.00023899999999999998,238.99999999999997,medium,run15
10,2026-04-06T05:04:41+00:00,1775451881.0,654.0,654,servergm,-1.3200000000000002e-07,-0.132,7.9e-05,79.0,medium,run15
11,2026-04-06T05:05:46+00:00,1775451946.0,719.0,719,servergm,-1.73e-07,-0.173,9.6e-05,96.0,medium,run15
12,2026-04-06T05:06:52+00:00,1775452012.0,785.0,785,servergm,-3.841e-06,-3.841,0.000147,147.0,medium,run15
13,2026-04-06T05:07:57+00:00,1775452077.0,850.0,850,servergm,-7.1e-08,-0.071,0.000197,197.0,medium,run15
14,2026-04-06T05:09:01+00:00,1775452141.0,914.0,914,servergm,-5.1e-08,-0.051,0.000206,206.0,medium,run15
15,2026-04-06T05:10:06+00:00,1775452206.0,979.0,979,servergm,8e-08,0.08,0.000174,174.0,medium,run15
16,2026-04-06T05:11:11+00:00,1775452271.0,1044.0,1044,servergm,9.100000000000001e-08,0.09100000000000001,0.00015,150.0,medium,run15
17,2026-04-06T05:12:16+00:00,1775452336.0,1109.0,1109,servergm,-1.4000000000000001e-08,-0.014000000000000002,0.000134,134.0,medium,run15
18,2026-04-06T05:13:21+00:00,1775452401.0,1174.0,1174,servergm,2.2000000000000002e-08,0.022000000000000002,0.000133,133.0,medium,run15
19,2026-04-06T05:14:25+00:00,1775452465.0,1238.0,1238,servergm,1.6e-08,0.016,0.000129,129.0,medium,run15
