scenario,run_id,run_dir,offset_mean_us,offset_std_us,stddev_mean_us,stddev_std_us
low,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run01,-22.372099999999996,22.828956273654835,41.6,5.481281277625191
low,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run02,6.1178,9.842689682082728,149.2,6.71317113342619
low,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run03,7.0265,15.144416736136714,158.7,5.831904586934804
low,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run04,9.7334,17.132861836573337,189.2,34.437705433950676
low,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run05,-1.3163000000000005,12.379346886829063,178.9,8.279157230325113
low,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run06,75.7442,62.85647586861852,703.8,290.717044563954
low,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run07,-91.0138,60.53022857272773,23.0,0.0
low,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run08,-12.734300000000001,11.732603491032064,97.9,39.15907727888048
low,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run09,10.3402,41.790627845646604,110.0,34.470599388786695
low,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run10,-3.9642000000000004,6.23563841158225,113.6,0.5163977794943149
low,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run11,-3.4143,1.684124437867411,100.4,8.262364471909148
low,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run12,-1.3456000000000001,1.577361242356642,53.9,1.449137674618944
low,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run13,118.8047,164.60687537554435,701.1,509.07463980136436
low,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run14,-37.571200000000005,68.35393330274094,123.6,0.9660917830793028
low,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run15,-10.0115,9.328655294902429,105.8,1.3165611772087666
medium,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run01,-2.7237,2.981092903617732,163.5,1.4337208778404467
medium,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run02,-17.5486,17.717357673573485,144.5,17.360555546666383
medium,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run03,-2.2324,3.321896653687134,164.9,2.4244128727957612
medium,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run04,-1.0055999999999998,2.366676629087013,52.5,1.5811388300841922
medium,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run05,-1.6860000000000004,1.7438533322629068,71.2,4.442221666388713
medium,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run06,-1.6320000000000001,2.2156129826503745,149.5,3.135814620371121
medium,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run07,-0.4509,1.624626620351752,109.3,4.3474130238568245
medium,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run08,-4.189599999999999,15.033505092884285,420.19999999999993,587.5589426696788
medium,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run09,-2.1277,1.9927361452145251,82.7,4.2176876234364356
medium,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run10,-0.9036,1.188150214970032,75.7,5.638163609624048
medium,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run11,-0.20590000000000006,1.603175560497907,80.9,3.4140233677518315
medium,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run12,-10.227699999999999,17.56040152065626,134.2,3.3266599866332394
medium,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run13,-3.0104,2.82467340098324,101.6,1.3498971154211112
medium,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run14,-2.8934,2.276717969163311,132.2,1.2292725943057194
medium,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run15,-7.101400000000001,6.332351295793161,204.5,1.957890020745129
high,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run01,-0.18880000000000002,0.4267124454607706,47.6,2.716206504995115
high,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run02,-0.6195000000000002,1.0278498863593306,153.1,3.8715486421958962
high,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run03,-0.12420000000000005,0.2793392203039165,182.6,5.9851668499902555
high,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run04,-0.08990000000000001,0.1819898959344233,125.8,7.17712415324628
high,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run05,-0.23900000000000002,0.17492029931117517,136.1,6.226288353960697
high,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run06,-20.0631,48.164904141801095,230.2,63.03050407893343
high,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run07,-0.9977,2.1940588997462114,147.5,8.356634091147779
high,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run08,-3.5392,6.679972218837773,153.3,20.028035905255965
high,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run09,-0.9464,1.3498707921707012,47.6,5.211099265563415
high,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run10,-2.0097,3.4298523793954234,138.9,15.502329574042154
high,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run11,-1.0819,2.7851486874332423,82.1,4.90917508345343
high,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run12,-0.40700000000000014,0.8775601277278828,178.5,9.582971007643366
high,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run13,-0.08449999999999999,0.2403775964787253,138.9,7.0624201077093804
high,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run14,-0.2993,0.43998082028904656,77.4,6.1680178699842
high,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run15,-1.1466,1.5754698911048024,222.0,13.498971154211057
