scenario,run_id,run_dir,system_time_mean_us,system_time_std_us,last_offset_mean_us,last_offset_std_us
low,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run01,94.6789,299.4034299174313,83.9666,373.4510776441809
low,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run02,101.8468,138.41155827362587,138.1364,169.2851610437253
low,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run03,184.14539999999997,212.88000305033611,145.2947,303.3422236129608
low,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run04,136.97129999999999,329.8522957419477,-48.92879999999998,580.4297282092525
low,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run05,31.095500000000005,112.57531786147045,39.977599999999995,133.2150129846065
low,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run06,231.77190000000002,239.61117377323805,1482.1662000000001,664.8582429443638
low,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run07,-8.5183,26.968501215100726,-90.56899999999999,1.4979556132593925e-14
low,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run08,-34.023199999999996,55.738187661004304,-451.13070000000005,574.0514951850865
low,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run09,104.09430000000002,204.21383652112746,480.4629,799.7535487522877
low,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run10,-105.2627,103.46276047185071,-160.58059999999998,149.77003537957785
low,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run11,1.9157999999999997,6.0530214640660605,-250.7114,316.77698826187907
low,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run12,-30.818899999999996,30.297328450064885,-33.8974,36.34147793178845
