scenario,run_id,run_dir,system_time_mean_us,system_time_std_us,last_offset_mean_us,last_offset_std_us
low,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run13,895.8343000000001,1256.8105777518347,1637.8211000000001,1001.8374576455283
low,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run14,-36.3835,46.94301653955926,-34.69340000000001,106.71027527343996
low,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/low/run15,-106.2402,122.99105238349657,-176.70040000000003,175.26251312892515
medium,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run01,-76.15039999999999,51.44867837240007,-92.7158,54.29059318314525
medium,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run02,-66.72290000000001,71.63281580462966,-241.6598,152.98043110788893
medium,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run03,-31.514399999999995,35.923259729595806,-50.883900000000004,27.905700411086862
medium,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run04,-21.853699999999996,44.68094254713076,-4.092000000000001,66.58822467140033
medium,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run05,-7.292699999999999,7.398037112790271,-23.594900000000003,32.28278478436044
medium,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run06,-39.9912,47.763438990275574,-56.4193,56.87232620928702
medium,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run07,-12.148399999999999,22.179780036981636,-27.121499999999997,39.18186633933271
medium,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run08,273.7635000000001,781.8748676655007,141.12399999999997,841.5886647928296
medium,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run09,-14.5033,26.496350692333298,-33.4105,30.508190216362845
medium,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run10,-5.933000000000002,38.690598674326274,-10.0299,49.90102286960993
medium,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run11,-9.7088,27.969231999149034,-7.9430000000000005,50.4493776351877
medium,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run12,-25.769300000000005,45.278773327146475,-21.0776,17.53362257809581
medium,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run13,-56.997800000000005,69.80542893691484,-84.3592,54.77739655449944
medium,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run14,-27.482800000000005,50.85514070333063,-77.0783,66.53799712119385
medium,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/medium/run15,-39.1734,52.57468697682479,-116.52329999999999,64.41118153455794
high,run01,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run01,-2.8007000000000004,16.624151828322283,-8.195599999999999,29.09735071254579
high,run02,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run02,-33.019999999999996,31.982531690492127,-28.9626,16.51539959620179
high,run03,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run03,-6.152900000000001,26.969851474274837,-4.491899999999999,28.259086312390057
high,run04,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run04,-10.818900000000001,10.154640279749508,-9.294299999999996,19.872598035430034
high,run05,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run05,-29.3348,30.1660886309261,-27.0293,19.655793237335626
high,run06,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run06,-69.8699,84.82171446883947,-125.72520000000002,142.3210844517112
high,run07,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run07,-26.116300000000003,26.52839848183661,-36.3776,28.3156045521821
high,run08,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run08,-38.6298,37.748773989804405,-67.3577,65.90449740521001
high,run09,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run09,-17.2023,16.941218440045372,-29.127,22.259306483156905
high,run10,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run10,-23.1927,22.672832592971016,-54.499900000000004,99.34275134485992
high,run11,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run11,-7.1364,10.080517283905182,-18.1899,25.561097630970387
high,run12,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run12,-29.5283,27.749644310232963,-29.6579,25.067976106977607
high,run13,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run13,-6.2617,17.008706679227554,-1.507100000000001,15.946135808123268
high,run14,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run14,-15.2309,9.696169432077575,-16.9456,12.467616908526574
high,run15,/home/gabrielemenestrina/tesi_sync_lab/analysis/raw_logs/T3_multiplerun/chrony_servergm/high/run15,-21.692,25.606116348334524,-39.9879,23.557151848453817
