t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
6712.19,2020201,2589365,-486904,0,358904.0,0.0,ptp4l[6712.190]: rms 2020201 max 2589365 freq -486904 +/-   0 delay 358904 +/-   0,0.0,0,0,low,run06,client
6714.196,1078269,1513747,-486904,0,724217.0,0.0,ptp4l[6714.196]: rms 1078269 max 1513747 freq -486904 +/-   0 delay 724217 +/-   0,2.006000000000313,2,1,low,run06,client
6716.202,276820,317092,-486904,0,491614.0,15497.0,ptp4l[6716.202]: rms 276820 max 317092 freq -486904 +/-   0 delay 491614 +/- 15497,4.012000000000626,4,2,low,run06,client
6718.2,479117,573654,-486904,0,477122.0,6394.0,ptp4l[6718.200]: rms 479117 max 573654 freq -486904 +/-   0 delay 477122 +/- 6394,6.010000000000218,6,3,low,run06,client
6720.209,230863,235531,-486904,0,428114.0,18555.0,ptp4l[6720.209]: rms 230863 max 235531 freq -486904 +/-   0 delay 428114 +/- 18555,8.019000000000233,8,4,low,run06,client
6722.212,1352448,1763984,-486904,0,382128.0,6571.0,ptp4l[6722.212]: rms 1352448 max 1763984 freq -486904 +/-   0 delay 382128 +/- 6571,10.022000000000844,10,5,low,run06,client
6724.212,409534,565317,-486904,0,381980.0,9084.0,ptp4l[6724.212]: rms 409534 max 565317 freq -486904 +/-   0 delay 381980 +/- 9084,12.022000000000844,12,6,low,run06,client
6726.217,69053,94660,-486904,0,394827.0,0.0,ptp4l[6726.217]: rms 69053 max 94660 freq -486904 +/-   0 delay 394827 +/-   0,14.027000000000044,14,7,low,run06,client
6728.22,62603,67194,-655531,3393,,,ptp4l[6728.220]: rms 62603 max 67194 freq -655531 +/- 3393,16.030000000000655,16,8,low,run06,client
6730.224,351395,393213,-647497,35006,420372.0,0.0,ptp4l[6730.224]: rms 351395 max 393213 freq -647497 +/- 35006 delay 420372 +/-   0,18.03400000000056,18,9,low,run06,client
6732.224,603974,815021,-597644,27845,420372.0,0.0,ptp4l[6732.224]: rms 603974 max 815021 freq -597644 +/- 27845 delay 420372 +/-   0,20.03400000000056,20,10,low,run06,client
6734.229,1319453,1854930,-546199,82503,578036.0,73660.0,ptp4l[6734.229]: rms 1319453 max 1854930 freq -546199 +/- 82503 delay 578036 +/- 73660,22.03900000000067,22,11,low,run06,client
6736.229,310687,433235,-674599,18218,621757.0,37860.0,ptp4l[6736.229]: rms 310687 max 433235 freq -674599 +/- 18218 delay 621757 +/- 37860,24.03900000000067,24,12,low,run06,client
6738.233,196147,277018,-664219,13268,513352.0,34771.0,ptp4l[6738.233]: rms 196147 max 277018 freq -664219 +/- 13268 delay 513352 +/- 34771,26.043000000000575,26,13,low,run06,client
6740.234,171463,189829,-651677,17130,555918.0,18708.0,ptp4l[6740.234]: rms 171463 max 189829 freq -651677 +/- 17130 delay 555918 +/- 18708,28.04400000000078,28,14,low,run06,client
6742.241,137937,169399,-653445,13391,529467.0,0.0,ptp4l[6742.241]: rms 137937 max 169399 freq -653445 +/- 13391 delay 529467 +/-   0,30.051000000000386,30,15,low,run06,client
6744.243,93002,131188,-656042,7095,491929.0,10171.0,ptp4l[6744.243]: rms 93002 max 131188 freq -656042 +/- 7095 delay 491929 +/- 10171,32.05300000000079,32,16,low,run06,client
6746.246,31860,40997,-648901,3005,496032.0,28567.0,ptp4l[6746.246]: rms 31860 max 40997 freq -648901 +/- 3005 delay 496032 +/- 28567,34.056000000000495,34,17,low,run06,client
6748.248,234899,331424,-667888,15604,496502.0,16964.0,ptp4l[6748.248]: rms 234899 max 331424 freq -667888 +/- 15604 delay 496502 +/- 16964,36.05799999999999,36,18,low,run06,client
6750.25,125320,146957,-662824,2468,478033.0,1065.0,ptp4l[6750.250]: rms 125320 max 146957 freq -662824 +/- 2468 delay 478033 +/- 1065,38.0600000000004,38,19,low,run06,client
6752.254,98334,128205,-646869,9168,418166.0,11928.0,ptp4l[6752.254]: rms 98334 max 128205 freq -646869 +/- 9168 delay 418166 +/- 11928,40.064000000000306,40,20,low,run06,client
