t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
6708.353,919595,0,116920,901959,ptp4l[6708.353]: master offset     919595 s0 freq +116920 path delay    901959,0.0,0,0,low,run06,boundary
6709.354,-87938,0,116920,901959,ptp4l[6709.354]: master offset     -87938 s0 freq +116920 path delay    901959,1.0010000000002037,1,1,low,run06,boundary
6710.354,436671,0,116920,835906,ptp4l[6710.354]: master offset     436671 s0 freq +116920 path delay    835906,2.0010000000002037,2,2,low,run06,boundary
6711.355,-231966,0,116920,901959,ptp4l[6711.355]: master offset    -231966 s0 freq +116920 path delay    901959,3.001999999999498,3,3,low,run06,boundary
6712.355,-184568,0,116920,901959,ptp4l[6712.355]: master offset    -184568 s0 freq +116920 path delay    901959,4.001999999999498,4,4,low,run06,boundary
6713.356,-36600,0,116920,835906,ptp4l[6713.356]: master offset     -36600 s0 freq +116920 path delay    835906,5.002999999999702,5,5,low,run06,boundary
6714.357,186258,0,116920,835906,ptp4l[6714.357]: master offset     186258 s0 freq +116920 path delay    835906,6.003999999999905,6,6,low,run06,boundary
6715.356,-28617,0,116920,901959,ptp4l[6715.356]: master offset     -28617 s0 freq +116920 path delay    901959,7.002999999999702,7,7,low,run06,boundary
6716.355,-664865,0,116920,932745,ptp4l[6716.355]: master offset    -664865 s0 freq +116920 path delay    932745,8.001999999999498,8,8,low,run06,boundary
6717.357,-170103,0,116920,963531,ptp4l[6717.357]: master offset    -170103 s0 freq +116920 path delay    963531,9.003999999999905,9,9,low,run06,boundary
6718.358,785529,0,116920,963531,ptp4l[6718.358]: master offset     785529 s0 freq +116920 path delay    963531,10.00500000000011,10,10,low,run06,boundary
6719.358,-153491,0,116920,1000695,ptp4l[6719.358]: master offset    -153491 s0 freq +116920 path delay   1000695,11.00500000000011,11,11,low,run06,boundary
6720.359,-384311,0,116920,1057389,ptp4l[6720.359]: master offset    -384311 s0 freq +116920 path delay   1057389,12.006000000000313,12,12,low,run06,boundary
6721.36,92796,0,116920,1057389,ptp4l[6721.360]: master offset      92796 s0 freq +116920 path delay   1057389,13.006999999999607,13,13,low,run06,boundary
6722.359,-671650,0,116920,1082308,ptp4l[6722.359]: master offset    -671650 s0 freq +116920 path delay   1082308,14.006000000000313,14,14,low,run06,boundary
6723.362,-576843,0,116920,1020225,ptp4l[6723.362]: master offset    -576843 s0 freq +116920 path delay   1020225,15.009000000000015,15,15,low,run06,boundary
6724.36,-705905,1,15381,1020225,ptp4l[6724.360]: master offset    -705905 s1 freq  +15381 path delay   1020225,16.006999999999607,16,16,low,run06,boundary
