sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T16:56:40+00:00,1775408200.0,0.0,0,servergm,-1.54e-07,-0.154,0.00013199999999999998,131.99999999999997,high,run13
1,2026-04-05T16:57:42+00:00,1775408262.0,62.0,62,servergm,6.000000000000001e-09,0.006000000000000001,0.000125,125.0,high,run13
2,2026-04-05T16:58:43+00:00,1775408323.0,123.0,123,servergm,-1.2600000000000002e-07,-0.12600000000000003,0.00014199999999999998,141.99999999999997,high,run13
3,2026-04-05T16:59:45+00:00,1775408385.0,185.0,185,servergm,-6.420000000000001e-07,-0.642,0.00014099999999999998,140.99999999999997,high,run13
4,2026-04-05T17:00:46+00:00,1775408446.0,246.0,246,servergm,4e-09,0.004,0.000133,133.0,high,run13
5,2026-04-05T17:01:48+00:00,1775408508.0,308.0,308,servergm,-1.6800000000000002e-07,-0.168,0.000144,144.0,high,run13
6,2026-04-05T17:02:49+00:00,1775408569.0,369.0,369,servergm,4e-09,0.004,0.000139,139.0,high,run13
7,2026-04-05T17:03:51+00:00,1775408631.0,431.0,431,servergm,3.1700000000000005e-07,0.31700000000000006,0.000139,139.0,high,run13
8,2026-04-05T17:04:52+00:00,1775408692.0,492.0,492,servergm,-1.0300000000000001e-07,-0.10300000000000001,0.000146,146.0,high,run13
9,2026-04-05T17:05:54+00:00,1775408754.0,554.0,554,servergm,1.7e-08,0.017,0.000148,148.0,high,run13
