sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T03:19:53+00:00,1775445593.0,0.0,0,-6.4192e-05,-64.192,-5.3603e-05,-53.603,medium,run11
1,2026-04-06T03:20:54+00:00,1775445654.0,61.0,61,-5.1238e-05,-51.238,-8.8788e-05,-88.78800000000001,medium,run11
2,2026-04-06T03:21:56+00:00,1775445716.0,123.0,123,2.86e-07,0.286,-0.000228757,-228.757,medium,run11
3,2026-04-06T03:22:57+00:00,1775445777.0,184.0,184,-9.0842e-05,-90.842,-0.000100592,-100.592,medium,run11
4,2026-04-06T03:23:59+00:00,1775445839.0,246.0,246,-6.6634e-05,-66.634,-5.1628e-05,-51.628,medium,run11
5,2026-04-06T03:25:00+00:00,1775445900.0,307.0,307,-0.000164189,-164.189,-0.000369171,-369.171,medium,run11
6,2026-04-06T03:26:02+00:00,1775445962.0,369.0,369,-8.8821e-05,-88.821,-0.000102767,-102.767,medium,run11
7,2026-04-06T03:27:03+00:00,1775446023.0,430.0,430,-3.2952e-05,-32.952,-3.5032e-05,-35.032,medium,run11
8,2026-04-06T03:28:05+00:00,1775446085.0,492.0,492,-5.9692e-05,-59.692,-7.7446e-05,-77.446,medium,run11
9,2026-04-06T03:29:06+00:00,1775446146.0,553.0,553,-4.3386e-05,-43.386,-5.16e-07,-0.516,medium,run11
10,2026-04-06T03:30:08+00:00,1775446208.0,615.0,615,-0.000132297,-132.297,-0.000126707,-126.707,medium,run11
11,2026-04-06T03:31:10+00:00,1775446270.0,677.0,677,-4.6991e-05,-46.991,-0.000204812,-204.81199999999998,medium,run11
12,2026-04-06T03:32:11+00:00,1775446331.0,738.0,738,-7.4571e-05,-74.571,-7.5938e-05,-75.938,medium,run11
13,2026-04-06T03:33:13+00:00,1775446393.0,800.0,800,-5.8459e-05,-58.458999999999996,-0.000134891,-134.891,medium,run11
14,2026-04-06T03:34:14+00:00,1775446454.0,861.0,861,-4.0012e-05,-40.012,-0.000139167,-139.167,medium,run11
15,2026-04-06T03:35:16+00:00,1775446516.0,923.0,923,1.4143e-05,14.143,1.4024e-05,14.024,medium,run11
16,2026-04-06T03:36:17+00:00,1775446577.0,984.0,984,-6.8205e-05,-68.205,-6.6769e-05,-66.76899999999999,medium,run11
17,2026-04-06T03:37:19+00:00,1775446639.0,1046.0,1046,5.295e-06,5.295,2.882e-06,2.882,medium,run11
18,2026-04-06T03:38:20+00:00,1775446700.0,1107.0,1107,-2.362e-06,-2.362,-6.442e-06,-6.442,medium,run11
19,2026-04-06T03:39:22+00:00,1775446762.0,1169.0,1169,-6.944e-06,-6.944,-4.254e-06,-4.2540000000000004,medium,run11
