sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T17:09:44+00:00,1775408984.0,0.0,0,servergm,-2.27e-07,-0.227,7e-05,70.0,high,run14
1,2026-04-05T17:10:46+00:00,1775409046.0,62.0,62,servergm,-1.4200000000000002e-06,-1.4200000000000002,7.5e-05,75.0,high,run14
2,2026-04-05T17:11:47+00:00,1775409107.0,123.0,123,servergm,0.0,0.0,7.099999999999999e-05,70.99999999999999,high,run14
3,2026-04-05T17:12:49+00:00,1775409169.0,185.0,185,servergm,-2.4000000000000003e-08,-0.024000000000000004,7.2e-05,72.0,high,run14
4,2026-04-05T17:13:50+00:00,1775409230.0,246.0,246,servergm,-3.46e-07,-0.346,7.2e-05,72.0,high,run14
5,2026-04-05T17:14:52+00:00,1775409292.0,308.0,308,servergm,-6.29e-07,-0.629,7.8e-05,78.0,high,run14
6,2026-04-05T17:15:53+00:00,1775409353.0,369.0,369,servergm,-1e-09,-0.001,8.2e-05,82.0,high,run14
7,2026-04-05T17:16:55+00:00,1775409415.0,431.0,431,servergm,-1.9900000000000002e-07,-0.199,8.4e-05,84.0,high,run14
8,2026-04-05T17:17:56+00:00,1775409476.0,492.0,492,servergm,-3.0000000000000004e-08,-0.030000000000000002,8.4e-05,84.0,high,run14
9,2026-04-05T17:18:58+00:00,1775409538.0,554.0,554,servergm,-1.17e-07,-0.117,8.599999999999999e-05,85.99999999999999,high,run14
