sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T21:52:46+00:00,1775425966.0,0.0,0,-3.2097e-05,-32.097,-1.7775e-05,-17.775,low,run12
1,2026-04-05T21:53:47+00:00,1775426027.0,61.0,61,-2.0675e-05,-20.675,-1.0781e-05,-10.781,low,run12
2,2026-04-05T21:54:49+00:00,1775426089.0,123.0,123,-2.192e-05,-21.92,-2.087e-05,-20.869999999999997,low,run12
3,2026-04-05T21:55:50+00:00,1775426150.0,184.0,184,-4.336e-05,-43.36,-0.000108653,-108.653,low,run12
4,2026-04-05T21:56:52+00:00,1775426212.0,246.0,246,-0.000108303,-108.303,-0.000134221,-134.22099999999998,low,run12
5,2026-04-05T21:57:53+00:00,1775426273.0,307.0,307,-5.18e-06,-5.180000000000001,-5.897e-06,-5.896999999999999,low,run12
6,2026-04-05T21:58:55+00:00,1775426335.0,369.0,369,-2.9506e-05,-29.505999999999997,-2.9958e-05,-29.958,low,run12
7,2026-04-05T21:59:56+00:00,1775426396.0,430.0,430,3e-07,0.3,-0.000112955,-112.955,low,run12
8,2026-04-05T22:00:58+00:00,1775426458.0,492.0,492,-6.0601e-05,-60.601,-9.9797e-05,-99.797,low,run12
9,2026-04-05T22:01:59+00:00,1775426519.0,553.0,553,-4.0542e-05,-40.542,-6.3894e-05,-63.894,low,run12
10,2026-04-05T22:03:01+00:00,1775426581.0,615.0,615,6.7e-08,0.067,-7.0637e-05,-70.637,low,run12
11,2026-04-05T22:04:02+00:00,1775426642.0,676.0,676,-1.6529e-05,-16.529,-3.4848e-05,-34.848,low,run12
12,2026-04-05T22:05:04+00:00,1775426704.0,738.0,738,-6.7466e-05,-67.466,-0.000127856,-127.85600000000001,low,run12
13,2026-04-05T22:06:05+00:00,1775426765.0,799.0,799,-9.5925e-05,-95.925,-9.1828e-05,-91.828,low,run12
14,2026-04-05T22:07:07+00:00,1775426827.0,861.0,861,-0.000123707,-123.707,-0.00012316,-123.16000000000001,low,run12
15,2026-04-05T22:08:08+00:00,1775426888.0,922.0,922,-1.8064e-05,-18.064,1.9036e-05,19.035999999999998,low,run12
16,2026-04-05T22:09:10+00:00,1775426950.0,984.0,984,-2.516e-05,-25.16,-4.5557e-05,-45.556999999999995,low,run12
17,2026-04-05T22:10:11+00:00,1775427011.0,1045.0,1045,-3.4005e-05,-34.004999999999995,-0.000102891,-102.891,low,run12
18,2026-04-05T22:11:13+00:00,1775427073.0,1107.0,1107,-3.3664e-05,-33.664,-3.1014e-05,-31.014,low,run12
19,2026-04-05T22:12:14+00:00,1775427134.0,1168.0,1168,-4.492e-06,-4.492,2.091e-06,2.091,low,run12
