sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T15:50:25+00:00,1775404225.0,0.0,0,-0.000100034,-100.03399999999999,-6.1621e-05,-61.620999999999995,high,run08
1,2026-04-05T15:51:27+00:00,1775404287.0,62.0,62,-2.568e-05,-25.68,-2.7637e-05,-27.637,high,run08
2,2026-04-05T15:52:28+00:00,1775404348.0,123.0,123,2e-09,0.002,-2.7637e-05,-27.637,high,run08
3,2026-04-05T15:53:30+00:00,1775404410.0,185.0,185,-4.8615e-05,-48.615,-3.165e-05,-31.65,high,run08
4,2026-04-05T15:54:31+00:00,1775404471.0,246.0,246,-3.1661e-05,-31.661,-0.000160044,-160.044,high,run08
5,2026-04-05T15:55:33+00:00,1775404533.0,308.0,308,-2.027e-06,-2.0269999999999997,-4.8848e-05,-48.848,high,run08
6,2026-04-05T15:56:34+00:00,1775404594.0,369.0,369,-3.0598e-05,-30.598000000000003,-3.4778e-05,-34.778,high,run08
7,2026-04-05T15:57:36+00:00,1775404656.0,431.0,431,1.4e-08,0.014,-2.439e-05,-24.389999999999997,high,run08
8,2026-04-05T15:58:37+00:00,1775404717.0,492.0,492,-4.3293e-05,-43.293,-4.0985e-05,-40.985,high,run08
9,2026-04-05T15:59:39+00:00,1775404779.0,554.0,554,-0.000104406,-104.406,-0.000215987,-215.987,high,run08
