sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T07:57:17+00:00,1775375837.0,0.0,0,1e-09,0.001,2.5772e-05,25.772,low,run02
1,2026-04-05T07:58:19+00:00,1775375899.0,62.0,62,0.0,0.0,2.5772e-05,25.772,low,run02
2,2026-04-05T07:59:20+00:00,1775375960.0,123.0,123,-1.98e-06,-1.9800000000000002,-1.981e-06,-1.981,low,run02
3,2026-04-05T08:00:22+00:00,1775376022.0,185.0,185,-1.976e-06,-1.9759999999999998,-1.981e-06,-1.981,low,run02
4,2026-04-05T08:01:23+00:00,1775376083.0,246.0,246,-1.972e-06,-1.972,-1.981e-06,-1.981,low,run02
5,2026-04-05T08:02:25+00:00,1775376145.0,308.0,308,-1.967e-06,-1.967,-1.981e-06,-1.981,low,run02
6,2026-04-05T08:03:26+00:00,1775376206.0,369.0,369,0.000332417,332.417,0.000334436,334.43600000000004,low,run02
7,2026-04-05T08:04:28+00:00,1775376268.0,431.0,431,0.000281864,281.864,0.000334436,334.43600000000004,low,run02
8,2026-04-05T08:05:29+00:00,1775376329.0,492.0,492,0.000231321,231.321,0.000334436,334.43600000000004,low,run02
9,2026-04-05T08:06:31+00:00,1775376391.0,554.0,554,0.00018076,180.76,0.000334436,334.43600000000004,low,run02
