sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T07:57:17+00:00,1775375837.0,0.0,0,servergm,1.776e-06,1.776,0.000144,144.0,low,run02
1,2026-04-05T07:58:19+00:00,1775375899.0,62.0,62,servergm,3.1040000000000003e-06,3.104,0.000144,144.0,low,run02
2,2026-04-05T07:59:20+00:00,1775375960.0,123.0,123,servergm,-4e-09,-0.004,0.000144,144.0,low,run02
3,2026-04-05T08:00:22+00:00,1775376022.0,185.0,185,servergm,-3.8e-08,-0.038000000000000006,0.000144,144.0,low,run02
4,2026-04-05T08:01:23+00:00,1775376083.0,246.0,246,servergm,-7.3e-08,-0.07300000000000001,0.000144,144.0,low,run02
5,2026-04-05T08:02:25+00:00,1775376145.0,308.0,308,servergm,-1.07e-07,-0.10700000000000001,0.000144,144.0,low,run02
6,2026-04-05T08:03:26+00:00,1775376206.0,369.0,369,servergm,1.2000000000000002e-07,0.12000000000000001,0.000157,157.0,low,run02
7,2026-04-05T08:04:28+00:00,1775376268.0,431.0,431,servergm,9.4e-06,9.4,0.000157,157.0,low,run02
8,2026-04-05T08:05:29+00:00,1775376329.0,492.0,492,servergm,1.8999999999999998e-05,18.999999999999996,0.000157,157.0,low,run02
9,2026-04-05T08:06:31+00:00,1775376391.0,554.0,554,servergm,2.8e-05,28.0,0.000157,157.0,low,run02
