sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T15:11:13+00:00,1775401873.0,0.0,0,servergm,-3.0500000000000004e-07,-0.30500000000000005,0.00012299999999999998,122.99999999999999,high,run05
1,2026-04-05T15:12:15+00:00,1775401935.0,62.0,62,servergm,-3.0900000000000003e-07,-0.30900000000000005,0.00013,130.0,high,run05
2,2026-04-05T15:13:16+00:00,1775401996.0,123.0,123,servergm,-1.4e-07,-0.14,0.000136,136.0,high,run05
3,2026-04-05T15:14:18+00:00,1775402058.0,185.0,185,servergm,-7.200000000000001e-08,-0.07200000000000001,0.000136,136.0,high,run05
4,2026-04-05T15:15:19+00:00,1775402119.0,246.0,246,servergm,-5.34e-07,-0.534,0.00014099999999999998,140.99999999999997,high,run05
5,2026-04-05T15:16:21+00:00,1775402181.0,308.0,308,servergm,-1.0900000000000001e-07,-0.10900000000000001,0.000133,133.0,high,run05
6,2026-04-05T15:17:22+00:00,1775402242.0,369.0,369,servergm,-1.2000000000000002e-08,-0.012000000000000002,0.000136,136.0,high,run05
7,2026-04-05T15:18:24+00:00,1775402304.0,431.0,431,servergm,-4.1000000000000004e-07,-0.41000000000000003,0.00014099999999999998,140.99999999999997,high,run05
8,2026-04-05T15:19:25+00:00,1775402365.0,492.0,492,servergm,-3.97e-07,-0.397,0.00014199999999999998,141.99999999999997,high,run05
9,2026-04-05T15:20:27+00:00,1775402427.0,554.0,554,servergm,-1.02e-07,-0.102,0.000143,143.0,high,run05
