sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T15:11:13+00:00,1775401873.0,0.0,0,3.7e-08,0.037,-1.1691e-05,-11.691,high,run05
1,2026-04-05T15:12:15+00:00,1775401935.0,62.0,62,-6.286e-05,-62.86000000000001,-4.3444e-05,-43.444,high,run05
2,2026-04-05T15:13:16+00:00,1775401996.0,123.0,123,-8.5089e-05,-85.089,-7.1345e-05,-71.345,high,run05
3,2026-04-05T15:14:18+00:00,1775402058.0,185.0,185,-6.2269e-05,-62.269,-3.7679e-05,-37.679,high,run05
4,2026-04-05T15:15:19+00:00,1775402119.0,246.0,246,-5.976e-06,-5.976,-3.049e-05,-30.490000000000002,high,run05
5,2026-04-05T15:16:21+00:00,1775402181.0,308.0,308,-2.2244e-05,-22.244,-1.6378e-05,-16.378,high,run05
6,2026-04-05T15:17:22+00:00,1775402242.0,369.0,369,-7.288e-06,-7.288,-7.346e-06,-7.345999999999999,high,run05
7,2026-04-05T15:18:24+00:00,1775402304.0,431.0,431,3e-09,0.003,-1.274e-05,-12.74,high,run05
8,2026-04-05T15:19:25+00:00,1775402365.0,492.0,492,-2.1982e-05,-21.982,-2.5396e-05,-25.395999999999997,high,run05
9,2026-04-05T15:20:27+00:00,1775402427.0,554.0,554,-2.568e-05,-25.68,-1.3784e-05,-13.784,high,run05
