t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
7893.636,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7893.636]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run10,boundary
7893.637,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7893.637]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0009999999992942321,0,1,low,run10,boundary
7893.637,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7893.637]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0009999999992942321,0,2,low,run10,boundary
7897.011,new_foreign_master,1.0,,,f2936b.fffe.7440c4-1,ptp4l[7897.011]: port 1: new foreign master f2936b.fffe.7440c4-1,3.375,3,3,low,run10,boundary
7900.417,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[7900.417]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.780999999999949,7,4,low,run10,boundary
7900.904,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[7900.904]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.268000000000029,7,5,low,run10,boundary
7901.014,best_master,,,,f2936b.fffe.7440c4,ptp4l[7901.014]: selected best master clock f2936b.fffe.7440c4,7.377999999999702,7,6,low,run10,boundary
7901.014,ptp_timescale_mismatch,,,,,ptp4l[7901.014]: foreign master not using PTP timescale,7.377999999999702,7,7,low,run10,boundary
7901.014,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[7901.014]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.377999999999702,7,8,low,run10,boundary
7920.032,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[7920.032]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.39599999999973,26,9,low,run10,boundary
