t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
14521.586,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[14521.586]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run02,boundary
14521.586,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[14521.586]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run02,boundary
14521.586,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[14521.586]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,high,run02,boundary
14525.291,new_foreign_master,1.0,,,b22e5b.fffe.e90213-1,ptp4l[14525.291]: port 1: new foreign master b22e5b.fffe.e90213-1,3.7049999999999272,4,3,high,run02,boundary
14528.839,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14528.839]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.253000000000611,7,4,high,run02,boundary
14529.292,best_master,,,,b22e5b.fffe.e90213,ptp4l[14529.292]: selected best master clock b22e5b.fffe.e90213,7.706000000000131,8,5,high,run02,boundary
14529.293,ptp_timescale_mismatch,,,,,ptp4l[14529.293]: foreign master not using PTP timescale,7.707000000000335,8,6,high,run02,boundary
14529.293,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[14529.293]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.707000000000335,8,7,high,run02,boundary
14529.492,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14529.492]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.906000000000859,8,8,high,run02,boundary
14529.493,best_master,,,,b22e5b.fffe.e90213,ptp4l[14529.493]: selected best master clock b22e5b.fffe.e90213,7.907000000001062,8,9,high,run02,boundary
14529.493,ptp_timescale_mismatch,,,,,ptp4l[14529.493]: foreign master not using PTP timescale,7.907000000001062,8,10,high,run02,boundary
14531.516,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14531.516]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),9.930000000000291,10,11,high,run02,boundary
14547.308,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[14547.308]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,25.72200000000157,26,12,high,run02,boundary
14547.516,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14547.516]: port 2: FAULTY to LISTENING on INIT_COMPLETE,25.93000000000029,26,13,high,run02,boundary
14553.712,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14553.712]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,32.126000000000204,32,14,high,run02,boundary
14553.712,best_master,,,,b22e5b.fffe.e90213,ptp4l[14553.712]: selected best master clock b22e5b.fffe.e90213,32.126000000000204,32,15,high,run02,boundary
14553.712,ptp_timescale_mismatch,,,,,ptp4l[14553.712]: foreign master not using PTP timescale,32.126000000000204,32,16,high,run02,boundary
14554.733,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14554.733]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),33.147000000000844,33,17,high,run02,boundary
14556.313,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[14556.313]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,34.72700000000077,35,18,high,run02,boundary
14570.734,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14570.734]: port 2: FAULTY to LISTENING on INIT_COMPLETE,49.14800000000105,49,19,high,run02,boundary
14572.322,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[14572.322]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,50.736000000000786,51,20,high,run02,boundary
14578.165,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14578.165]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,56.57900000000154,57,21,high,run02,boundary
14578.165,best_master,,,,b22e5b.fffe.e90213,ptp4l[14578.165]: selected best master clock b22e5b.fffe.e90213,56.57900000000154,57,22,high,run02,boundary
14578.165,ptp_timescale_mismatch,,,,,ptp4l[14578.165]: foreign master not using PTP timescale,56.57900000000154,57,23,high,run02,boundary
14580.187,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14580.187]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),58.60100000000057,59,24,high,run02,boundary
14596.188,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14596.188]: port 2: FAULTY to LISTENING on INIT_COMPLETE,74.60200000000077,75,25,high,run02,boundary
14602.728,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14602.728]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,81.14199999999983,81,26,high,run02,boundary
14602.728,best_master,,,,b22e5b.fffe.e90213,ptp4l[14602.728]: selected best master clock b22e5b.fffe.e90213,81.14199999999983,81,27,high,run02,boundary
14602.728,ptp_timescale_mismatch,,,,,ptp4l[14602.728]: foreign master not using PTP timescale,81.14199999999983,81,28,high,run02,boundary
14603.749,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14603.749]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),82.16300000000047,82,29,high,run02,boundary
14616.342,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[14616.342]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,94.75600000000122,95,30,high,run02,boundary
14619.749,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14619.749]: port 2: FAULTY to LISTENING on INIT_COMPLETE,98.16300000000047,98,31,high,run02,boundary
14627.733,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14627.733]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,106.14700000000084,106,32,high,run02,boundary
14627.733,best_master,,,,b22e5b.fffe.e90213,ptp4l[14627.733]: selected best master clock b22e5b.fffe.e90213,106.14700000000084,106,33,high,run02,boundary
14627.733,ptp_timescale_mismatch,,,,,ptp4l[14627.733]: foreign master not using PTP timescale,106.14700000000084,106,34,high,run02,boundary
14629.757,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14629.757]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),108.17100000000028,108,35,high,run02,boundary
14632.367,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[14632.367]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,110.78100000000086,111,36,high,run02,boundary
14645.758,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14645.758]: port 2: FAULTY to LISTENING on INIT_COMPLETE,124.17200000000048,124,37,high,run02,boundary
14651.846,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14651.846]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,130.26000000000022,130,38,high,run02,boundary
14651.847,best_master,,,,b22e5b.fffe.e90213,ptp4l[14651.847]: selected best master clock b22e5b.fffe.e90213,130.26100000000042,130,39,high,run02,boundary
14651.847,ptp_timescale_mismatch,,,,,ptp4l[14651.847]: foreign master not using PTP timescale,130.26100000000042,130,40,high,run02,boundary
14652.868,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14652.868]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),131.28200000000106,131,41,high,run02,boundary
14668.87,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14668.870]: port 2: FAULTY to LISTENING on INIT_COMPLETE,147.28400000000147,147,42,high,run02,boundary
14675.069,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14675.069]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,153.48300000000017,153,43,high,run02,boundary
14675.069,best_master,,,,b22e5b.fffe.e90213,ptp4l[14675.069]: selected best master clock b22e5b.fffe.e90213,153.48300000000017,153,44,high,run02,boundary
14675.069,ptp_timescale_mismatch,,,,,ptp4l[14675.069]: foreign master not using PTP timescale,153.48300000000017,153,45,high,run02,boundary
14676.091,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14676.091]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),154.50500000000102,155,46,high,run02,boundary
14676.387,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[14676.387]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,154.8010000000013,155,47,high,run02,boundary
14692.094,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14692.094]: port 2: FAULTY to LISTENING on INIT_COMPLETE,170.5079999999998,171,48,high,run02,boundary
14692.396,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[14692.396]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,170.8100000000013,171,49,high,run02,boundary
14698.88,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14698.880]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,177.29399999999987,177,50,high,run02,boundary
14698.88,best_master,,,,b22e5b.fffe.e90213,ptp4l[14698.880]: selected best master clock b22e5b.fffe.e90213,177.29399999999987,177,51,high,run02,boundary
14698.881,ptp_timescale_mismatch,,,,,ptp4l[14698.881]: foreign master not using PTP timescale,177.29500000000007,177,52,high,run02,boundary
14699.902,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14699.902]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),178.3160000000007,178,53,high,run02,boundary
14715.903,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14715.903]: port 2: FAULTY to LISTENING on INIT_COMPLETE,194.31700000000092,194,54,high,run02,boundary
14722.443,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14722.443]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,200.85699999999997,201,55,high,run02,boundary
14722.444,best_master,,,,b22e5b.fffe.e90213,ptp4l[14722.444]: selected best master clock b22e5b.fffe.e90213,200.85800000000017,201,56,high,run02,boundary
14722.444,ptp_timescale_mismatch,,,,,ptp4l[14722.444]: foreign master not using PTP timescale,200.85800000000017,201,57,high,run02,boundary
14723.465,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14723.465]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),201.87900000000081,202,58,high,run02,boundary
14736.412,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[14736.412]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,214.82600000000093,215,59,high,run02,boundary
14739.468,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[14739.468]: port 2: FAULTY to LISTENING on INIT_COMPLETE,217.88200000000143,218,60,high,run02,boundary
14747.387,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[14747.387]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,225.8010000000013,226,61,high,run02,boundary
14747.388,best_master,,,,b22e5b.fffe.e90213,ptp4l[14747.388]: selected best master clock b22e5b.fffe.e90213,225.8020000000015,226,62,high,run02,boundary
14747.388,ptp_timescale_mismatch,,,,,ptp4l[14747.388]: foreign master not using PTP timescale,225.8020000000015,226,63,high,run02,boundary
14748.411,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14748.411]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),226.82500000000073,227,64,high,run02,boundary
14752.432,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[14752.432]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,230.84600000000137,231,65,high,run02,boundary
