sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T05:41:52+00:00,1775454112.0,0.0,0,servergm,5e-09,0.005,0.000106,106.0,high,run02
1,2026-04-06T05:42:53+00:00,1775454173.0,61.0,61,servergm,5e-09,0.005,0.000112,112.0,high,run02
2,2026-04-06T05:43:55+00:00,1775454235.0,123.0,123,servergm,-3.0000000000000004e-09,-0.0030000000000000005,0.000118,118.0,high,run02
3,2026-04-06T05:44:56+00:00,1775454296.0,184.0,184,servergm,5e-09,0.005,0.00013199999999999998,131.99999999999997,high,run02
4,2026-04-06T05:45:57+00:00,1775454357.0,245.0,245,servergm,-3.6900000000000004e-07,-0.36900000000000005,0.00013199999999999998,131.99999999999997,high,run02
5,2026-04-06T05:46:59+00:00,1775454419.0,307.0,307,servergm,5e-09,0.005,0.000127,127.0,high,run02
6,2026-04-06T05:48:00+00:00,1775454480.0,368.0,368,servergm,2.16e-07,0.216,8.999999999999999e-05,89.99999999999999,high,run02
7,2026-04-06T05:49:02+00:00,1775454542.0,430.0,430,servergm,-3.5e-08,-0.035,0.00015199999999999998,151.99999999999997,high,run02
8,2026-04-06T05:50:08+00:00,1775454608.0,496.0,496,servergm,-2.0600000000000002e-07,-0.20600000000000002,0.000166,166.0,high,run02
9,2026-04-06T05:51:14+00:00,1775454674.0,562.0,562,servergm,-9.104000000000001e-06,-9.104000000000001,0.000103,103.0,high,run02
10,2026-04-06T05:52:21+00:00,1775454741.0,629.0,629,servergm,-2.3e-05,-23.0,0.000157,157.0,high,run02
11,2026-04-06T05:53:26+00:00,1775454806.0,694.0,694,servergm,-2.1300000000000001e-07,-0.21300000000000002,7.999999999999999e-05,80.0,high,run02
12,2026-04-06T05:54:32+00:00,1775454872.0,760.0,760,servergm,-5.7220000000000004e-06,-5.722,0.000203,203.0,high,run02
13,2026-04-06T05:55:39+00:00,1775454939.0,827.0,827,servergm,-7.099999999999999e-05,-70.99999999999999,9.8e-05,98.0,high,run02
14,2026-04-06T05:56:44+00:00,1775455004.0,892.0,892,servergm,-4.9999999999999996e-05,-49.99999999999999,0.000169,169.0,high,run02
15,2026-04-06T05:57:51+00:00,1775455071.0,959.0,959,servergm,-9.28e-07,-0.928,0.000112,112.0,high,run02
16,2026-04-06T05:58:56+00:00,1775455136.0,1024.0,1024,servergm,-7.759e-06,-7.7589999999999995,0.000177,177.0,high,run02
17,2026-04-06T06:00:02+00:00,1775455202.0,1090.0,1090,servergm,-1.77e-07,-0.17700000000000002,0.000134,134.0,high,run02
18,2026-04-06T06:01:09+00:00,1775455269.0,1157.0,1157,servergm,1.3e-08,0.013000000000000001,7.5e-05,75.0,high,run02
19,2026-04-06T06:02:20+00:00,1775455340.0,1228.0,1228,servergm,1.46e-07,0.14600000000000002,0.000103,103.0,high,run02
