sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T05:41:52+00:00,1775454112.0,0.0,0,-1.8789e-05,-18.788999999999998,3.01e-06,3.01,high,run02
1,2026-04-06T05:42:53+00:00,1775454173.0,61.0,61,8.33e-07,0.833,7.837e-06,7.837,high,run02
2,2026-04-06T05:43:55+00:00,1775454235.0,123.0,123,1.4e-08,0.014,-2.6932e-05,-26.932,high,run02
3,2026-04-06T05:44:56+00:00,1775454296.0,184.0,184,-1.2012e-05,-12.011999999999999,-6.282e-06,-6.282,high,run02
4,2026-04-06T05:45:57+00:00,1775454357.0,245.0,245,-1.5448e-05,-15.447999999999999,-1.0821e-05,-10.821,high,run02
5,2026-04-06T05:46:59+00:00,1775454419.0,307.0,307,-6.098e-06,-6.098,4.005e-06,4.005,high,run02
6,2026-04-06T05:48:00+00:00,1775454480.0,368.0,368,3.3486e-05,33.486,5.2801e-05,52.800999999999995,high,run02
7,2026-04-06T05:49:02+00:00,1775454542.0,430.0,430,-2.9303e-05,-29.303,9.595e-06,9.595,high,run02
8,2026-04-06T05:50:08+00:00,1775454608.0,496.0,496,-5.7528e-05,-57.528,-2.4961e-05,-24.961000000000002,high,run02
9,2026-04-06T05:51:14+00:00,1775454674.0,562.0,562,-1.171e-05,-11.709999999999999,-9.2464e-05,-92.464,high,run02
10,2026-04-06T05:52:21+00:00,1775454741.0,629.0,629,-0.000444737,-444.737,-0.000457048,-457.048,high,run02
11,2026-04-06T05:53:26+00:00,1775454806.0,694.0,694,-3.7276e-05,-37.276,-2.7753e-05,-27.753,high,run02
12,2026-04-06T05:54:32+00:00,1775454872.0,760.0,760,-0.000100845,-100.845,-0.000129557,-129.55700000000002,high,run02
13,2026-04-06T05:55:39+00:00,1775454939.0,827.0,827,-1.9693e-05,-19.692999999999998,-0.00016816,-168.16,high,run02
14,2026-04-06T05:56:44+00:00,1775455004.0,892.0,892,-6.7882e-05,-67.882,-0.000186666,-186.666,high,run02
15,2026-04-06T05:57:51+00:00,1775455071.0,959.0,959,-4.5378e-05,-45.378,-6.3652e-05,-63.65200000000001,high,run02
16,2026-04-06T05:58:56+00:00,1775455136.0,1024.0,1024,-4.2823e-05,-42.823,-6.216e-05,-62.160000000000004,high,run02
17,2026-04-06T06:00:02+00:00,1775455202.0,1090.0,1090,-3.0038e-05,-30.038,-1.8074e-05,-18.074,high,run02
18,2026-04-06T06:01:09+00:00,1775455269.0,1157.0,1157,-3.4887e-05,-34.887,-3.6042e-05,-36.042,high,run02
19,2026-04-06T06:02:20+00:00,1775455340.0,1228.0,1228,-1.2681e-05,-12.681,-1.2836e-05,-12.836,high,run02
