sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T06:06:25+00:00,1775455585.0,0.0,0,servergm,-2.5200000000000003e-07,-0.25200000000000006,0.000174,174.0,high,run03
1,2026-04-06T06:07:27+00:00,1775455647.0,62.0,62,servergm,-1.16e-07,-0.116,0.00019999999999999998,199.99999999999997,high,run03
2,2026-04-06T06:08:29+00:00,1775455709.0,124.0,124,servergm,-3.6000000000000005e-08,-0.036000000000000004,0.000205,205.0,high,run03
3,2026-04-06T06:09:32+00:00,1775455772.0,187.0,187,servergm,-4.5000000000000006e-08,-0.045000000000000005,0.000205,205.0,high,run03
4,2026-04-06T06:10:33+00:00,1775455833.0,248.0,248,servergm,-7.1e-08,-0.071,0.000206,206.0,high,run03
5,2026-04-06T06:11:36+00:00,1775455896.0,311.0,311,servergm,-5.1e-08,-0.051,0.000155,155.0,high,run03
6,2026-04-06T06:12:37+00:00,1775455957.0,372.0,372,servergm,-1.2000000000000002e-07,-0.12000000000000001,0.00014,140.0,high,run03
7,2026-04-06T06:13:40+00:00,1775456020.0,435.0,435,servergm,-4.84e-07,-0.48400000000000004,0.000106,106.0,high,run03
8,2026-04-06T06:14:42+00:00,1775456082.0,497.0,497,servergm,-6.87e-07,-0.687,0.000158,158.0,high,run03
9,2026-04-06T06:15:45+00:00,1775456145.0,560.0,560,servergm,-6.000000000000001e-08,-0.060000000000000005,0.00014,140.0,high,run03
10,2026-04-06T06:16:46+00:00,1775456206.0,621.0,621,servergm,-1.7400000000000002e-07,-0.17400000000000002,0.000194,194.0,high,run03
11,2026-04-06T06:17:48+00:00,1775456268.0,683.0,683,servergm,-8e-08,-0.08,0.000217,217.0,high,run03
12,2026-04-06T06:18:50+00:00,1775456330.0,745.0,745,servergm,-3.3000000000000004e-08,-0.033,0.000198,198.0,high,run03
13,2026-04-06T06:19:52+00:00,1775456392.0,807.0,807,servergm,-1.05e-07,-0.105,0.000137,137.0,high,run03
14,2026-04-06T06:20:54+00:00,1775456454.0,869.0,869,servergm,-1.3130000000000002e-06,-1.3130000000000002,0.00015999999999999999,160.0,high,run03
15,2026-04-06T06:21:56+00:00,1775456516.0,931.0,931,servergm,-1.4e-05,-14.0,0.00036199999999999996,361.99999999999994,high,run03
16,2026-04-06T06:22:59+00:00,1775456579.0,994.0,994,servergm,-8.3e-08,-0.083,0.000236,236.0,high,run03
17,2026-04-06T06:24:00+00:00,1775456640.0,1055.0,1055,servergm,-1.176e-06,-1.1760000000000002,0.000298,298.0,high,run03
18,2026-04-06T06:25:03+00:00,1775456703.0,1118.0,1118,servergm,-7.440000000000001e-07,-0.7440000000000001,0.000251,250.99999999999997,high,run03
19,2026-04-06T06:26:04+00:00,1775456764.0,1179.0,1179,servergm,-1.2480000000000002e-06,-1.2480000000000002,0.000173,173.0,high,run03
