sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T16:30:17+00:00,1775406617.0,0.0,0,servergm,-8.94e-06,-8.940000000000001,7.8e-05,78.0,high,run11
1,2026-04-05T16:31:19+00:00,1775406679.0,62.0,62,servergm,-1.136e-06,-1.136,8.099999999999999e-05,80.99999999999999,high,run11
2,2026-04-05T16:32:20+00:00,1775406740.0,123.0,123,servergm,4.4000000000000004e-08,0.044000000000000004,8.099999999999999e-05,80.99999999999999,high,run11
3,2026-04-05T16:33:22+00:00,1775406802.0,185.0,185,servergm,-6.2e-08,-0.062,7.999999999999999e-05,80.0,high,run11
4,2026-04-05T16:34:23+00:00,1775406863.0,246.0,246,servergm,4e-09,0.004,7.7e-05,77.0,high,run11
5,2026-04-05T16:35:25+00:00,1775406925.0,308.0,308,servergm,-4.89e-07,-0.489,7.9e-05,79.0,high,run11
6,2026-04-05T16:36:26+00:00,1775406986.0,369.0,369,servergm,-2.44e-07,-0.24400000000000002,8.2e-05,82.0,high,run11
7,2026-04-05T16:37:28+00:00,1775407048.0,431.0,431,servergm,1e-09,0.001,8.599999999999999e-05,85.99999999999999,high,run11
8,2026-04-05T16:38:29+00:00,1775407109.0,492.0,492,servergm,1e-09,0.001,8.3e-05,83.0,high,run11
9,2026-04-05T16:39:31+00:00,1775407171.0,554.0,554,servergm,2e-09,0.002,9.4e-05,94.0,high,run11
